ESPT_CD_ID;EMBA_CD_ID;PORT_CD_ID_ORIGEM;PORT_CD_ID_DESTINO;ESPT_TX_NUM_ESCALA;ESPT_DT_QTO_BOLETIM;ESPT_DT_QTP_BOLETIM;ESPT_NR_DIST_NAVEGADA;ESPT_NR_DIST_TABELADA;ESPT_NR_COMB_EXI_MFO;ESPT_NR_OLEO_PESADO;ESPT_NR_COMB_EXI_MDO_MGO;ESPT_NR_OLEO_DIESEL;ESPT_MD_VELOC_TP;ESPT_MD_CONS_FO;ESPT_MD_CONS_DO;ESPT_IN_CARGA_LASTRO;CEVG_NR_TEMPO;CEVG_NR_OLEO_PESADO;CEVG_NR_OLEO_DIESEL;CEVG_NR_DISTANCIA_NAV;CONSUMO_FO_VIAGEM;CONSUMO_DO_VIAGEM;CONSUMO_TOTAL;CONSUMO_MEDIO_VIAGEM;CONSUMO_FO_DCE;CONSUMO_DO_DCE;CONSUMO_TOTAL_DCE;CONSUMO_MEDIO_DCE;CONSUMO_DO_FCE;CONSUMO_FO_FCE;CONSUMO_TOTAL_FCE;CONSUMO_MEDIO_FCE;VELOC_MEDIA_VIAGEM;VELOC_MEDIA_FCE;VELOC_MEDIA_DCE;TEMPO_VIAGEM
239863;1VZ2;COAR;MAUS;35;6/6/2016 1:15 PM;6/7/2016 2:30 AM;245;238;464;45;471;46;13.8;19.45;0.1;C;12.25;6.12;0.9;229;7;1;8;30.62;6.12;0.9;7.02;32.62;0.1;0.88;0.98;16.33;0.35;0.02;18.69;709
240041;1UZH;COAR;MAUS;101;6/17/2016 12:30 PM;6/18/2016 1:30 AM;245;238;238;31.5;247;33;13.8;19.45;0.1;C;13;9;1.5;245;9;1.5;10.5;23.33;9;1.5;10.5;23.33;0;0;0;0;18.85;0;18.85;13
240563;1VZ2;COAR;MAUS;41;6/22/2016 1:45 PM;6/23/2016 2:30 AM;245;238;366;46;372;48;13.8;19.45;0.1;C;11.75;5.63;1.9;231;6;2;8;30.62;5.63;1.9;7.53;30.68;0.1;0.37;0.47;29.79;20.42;56;19.66;12
240525;1UZH;COAR;MAUS;107;6/29/2016 10:15 AM;6/29/2016 11:00 PM;245;238;313;49;323;50;13.3;15.75;0.1;C;11.75;10;1;245;10;1;11;22.27;10;1;11;22.27;0;0;0;0;20.42;0;20.85;12
240924;1VZ2;COAR;MAUS;51;7/15/2016 1:00 PM;7/16/2016 2:15 AM;245;238;312;49.5;319;51;13.3;15.75;0.1;C;12.17;6.2;1.5;230;7;1.5;8.5;28.82;6.2;1.5;7.7;29.87;0;0.8;0.8;18.75;18.85;18.07;18.9;13
241342;1VZ2;COAR;MAUS;57;7/27/2016 1:00 PM;7/28/2016 2:45 AM;245;238;396;49.5;404;51;13.3;15.75;0.1;C;12.73;7.5;1.4;231;8;1.5;9.5;25.79;7.5;1.4;8.9;25.96;0.1;0.5;0.6;23.33;18.85;51.85;18.15;13
241653;1UZH;COAR;MAUS;123;8/3/2016 10:30 AM;8/3/2016 11:10 PM;245;238;327;63;335;64;13.3;15.75;0.1;C;11.67;8;1;245;8;1;9;27.22;8;1;9;27.22;0;0;0;0;20.42;0;20.99;12
241807;1VZ2;COAR;MAUS;63;8/10/2016 4:00 PM;8/11/2016 5:15 AM;245;238;292;45.7;300;47;13.3;15.75;0.1;C;12.23;7.09;1.17;224;8;1.3;9.3;26.34;7.09;1.17;8.26;27.12;0.13;0.91;1.04;20.19;0.33;0.03;18.32;733
241943;8798;COAR;MAUS;855;8/21/2016 2:18 PM;8/22/2016 4:30 AM;238;238;154.96;48.85;160.98;49.57;13;14;1.2;C;13.2;6;0.7;238;6.02;0.72;6.74;35.31;6;0.7;6.7;35.52;0.02;0.02;0.04;0;17;0;18.03;14
242274;1UZH;COAR;MAUS;135;8/31/2016 10:30 AM;8/31/2016 11:15 PM;245;238;329;58;338;59;13.3;15.75;0.1;C;11.75;9;1;245;9;1;10;24.5;9;1;10;24.5;0;0;0;0;20.42;0;20.85;12
243024;1UZH;COAR;MAUS;145;9/26/2016 9:30 AM;9/26/2016 10:15 PM;245;238;129;65;250;28;13.3;15.75;0.1;C;11.75;9;1;245;121;-37;84;2.92;9;1;10;24.5;-38;112;74;0;20.42;0;20.85;12
243704;1UZH;COAR;MAUS;151;10/20/2016 10:00 AM;10/20/2016 11:15 PM;245;238;258;38;266;43;13.3;15.75;0.1;C;12;8;5;245;8;5;13;18.85;8;5;13;18.85;0;0;0;0;18.85;0;20.42;13
244749;1UZH;COAR;MAUS;167;11/28/2016 10:00 AM;11/28/2016 11:45 PM;245;238;204;52;214;53;13.3;15.75;0.1;C;13.75;10;1;245;10;1;11;22.27;10;1;11;22.27;0;0;0;0;18.85;0;17.82;13
245308;1VZ2;COAR;MAUS;101;12/17/2016 1:30 PM;12/18/2016 12:45 PM;245;238;456;55;464;57;13.3;15.75;0.1;C;13.11;7.11;1.1;226;8;2;10;24.5;7.11;1.1;8.21;27.53;0.9;0.89;1.79;10.61;10.65;1.92;17.24;23
245504;0YLN;COAR;MAUS;713;12/24/2016 3:12 PM;12/25/2016 4:42 AM;240;238;277.65;102.21;284.5;102.86;14.5;18;1.25;C;12.5;6.85;0.65;238;6.85;0.65;7.5;32;6.85;0.65;7.5;31.73;0;0;0;0;18.46;4;19.04;13
245846;1VZ2;COAR;MAUS;107;1/2/2017 4:00 PM;1/3/2017 6:00 AM;245;238;332;43;339;44;13.3;15.75;0.1;C;12.92;6.49;0.92;225;7;1;8;30.62;6.49;0.92;7.41;30.36;0.08;0.51;0.59;33.9;0.37;0.03;17.41;662
245948;1X5F;COAR;MAUS;29;1/7/2017 2:40 PM;1/8/2017 3:30 PM;245;238;288;48;298;50;13.5;18;3;C;12.98;9.4;1.35;230;10;2;12;20.42;9.4;1.35;10.75;21.4;0.65;0.6;1.25;12;0.33;0.02;17.72;744
249116;1VZ2;COAR;MAUS;155;5/6/2017 2:45 PM;5/7/2017 4:00 PM;245;238;304;48;309;50;13.5;18;3;C;14;4.91;0.8;223;5;2;7;35;4.91;0.8;5.71;39.05;1.2;0.09;1.29;17.05;0.34;0.03;15.93;721
251116;1YIH;COAR;MAUS;19;7/18/2017 10:00 AM;7/18/2017 10:24 PM;232;238;377.41;81.55;386.24;82.08;13;10.9;1;L;11.4;8.82;0.53;232;8.83;0.53;9.36;24.79;8.82;0.53;9.35;24.81;0;0.01;0.01;0;19.33;0;20.35;12
251491;1YIH;COAR;MAUS;23;7/28/2017 10:30 AM;7/28/2017 11:12 PM;232;238;353.66;67.67;360.69;68.25;12.8;11.4;1;C;11.7;7.02;0.57;232;7.03;0.58;7.61;30.49;7.02;0.57;7.59;30.57;0.01;0.01;0.02;0;19.33;0;19.83;12
251666;1YIH;COAR;MAUS;27;8/4/2017 10:30 AM;8/4/2017 11:00 PM;233;238;335.35;58.36;341.06;58.99;15.1;17.85;1;C;11.5;5.7;0.63;233;5.71;0.63;6.34;36.75;5.7;0.63;6.33;36.81;0;0.01;0.01;0;19.42;0;20.26;12
251751;1UZH;COAR;MAUS;263;8/8/2017 10:15 AM;8/8/2017 11:30 PM;248;238;166;24;174;25.5;13.5;18;3;C;12.25;8;1.5;248;8;1.5;9.5;26.11;8;1.5;9.5;26.11;0;0;0;0;19.08;0;20.24;13
251921;1YIH;COAR;MAUS;31;8/16/2017 11:00 AM;8/16/2017 11:42 PM;230;238;320.47;42.93;325.79;43.43;15.4;16.9;1;L;11.7;5.31;0.5;230;5.32;0.5;5.82;39.52;5.31;0.5;5.81;39.59;0;0.01;0.01;0;19.17;0;19.66;12
252423;1WVL;COAR;MAUS;139;8/27/2017 10:18 AM;8/28/2017 11:06 AM;240;238;370.82;52.64;374.76;54.94;11.5;12;1.4;C;14.8;3.93;2.29;240;3.94;2.3;6.24;38.46;3.93;2.29;6.22;38.59;0.01;0.01;0.02;0;10;0;16.22;24
253245;1YIH;COAR;MAUS;41;9/12/2017 10:30 AM;9/13/2017 12:06 AM;232;238;436.1;67;444.56;67.56;15.1;17.85;1;C;12.6;8.45;0.56;232;8.46;0.56;9.02;25.72;8.45;0.56;9.01;25.75;0;0.01;0.01;0;17.85;0;18.41;13
259871;1YIH;COAR;MAUS;57;11/5/2017 10:30 AM;11/6/2017 12:00 AM;235;238;389.42;68.82;395.68;69.41;15.1;17.85;1;C;13.5;6.26;0.59;235;6.26;0.59;6.85;34.31;6.26;0.59;6.85;34.31;0;0;0;0;0.32;0;17.41;733
260693;1YJC;COAR;MAUS;61;11/23/2017 1:00 PM;11/24/2017 2:18 PM;238;1270;218.05;37.55;225.1;38.85;14.5;18.9;1.3;C;14.3;7.04;1.3;238;7.05;1.3;8.35;28.5;7.04;1.3;8.34;28.54;0;0.01;0.01;0;9.52;0;16.64;25
269092;1YJC;COAR;MAUS;165;7/14/2018 6:48 PM;7/15/2018 8:30 AM;240;238;284;60.7;290.7;61.35;14.5;18.9;1.3;C;12.7;6.6;0.64;240;6.7;0.65;7.35;32.65;6.6;0.64;7.24;33.15;0.01;0.1;0.11;0;18.46;0;18.9;13
273499;25R5;COAR;MAUS;11;11/29/2018 10:15 AM;11/30/2018 12:30 AM;245;238;233;35;240;35;13;14;3;C;13.2;6.9;0;233;7;0;7;35;6.9;0;6.9;33.77;0;0.1;0.1;120;17.5;15;17.65;14
277349;1VZ2;COAR;MAUS;385;3/21/2019 2:30 PM;3/22/2019 5:00 AM;240;238;418;49;423;50;13.5;18;3;C;13;5;1;240;5;1;6;40;5;1;6;40;0;0;0;0;17.14;0;18.46;14
283099;25R5;COAR;MAUS;101;7/13/2019 10:30 AM;7/14/2019 12:30 AM;245;238;175;29;184;29;13;14;3;C;12.98;8.5;0;231;9;0;9;27.22;8.5;0;8.5;27.18;0;0.5;0.5;28;17.5;13.73;17.8;14
286865;25R5;COAR;MAUS;121;8/25/2019 10:15 AM;8/26/2019 12:15 AM;245;238;211;31;217;31;13;14;3;C;13;5.57;0;232;6;0;6;40.83;5.57;0;5.57;41.65;0;0.43;0.43;30.23;17.5;13;17.85;14
287457;25R5;COAR;MAUS;125;9/8/2019 10:15 AM;9/9/2019 12:30 AM;245;238;176;28;183;28;13;14;3;C;13.25;6.5;0;232;7;0;7;35;6.5;0;6.5;35.69;0;0.5;0.5;26;0.33;0.02;17.51;734
287993;25R5;COAR;MAUS;129;9/17/2019 10:30 AM;9/18/2019 1:30 AM;245;238;147;24;154;25;13;14;3;C;14.2;6.5;0.88;232;7;1;8;30.62;6.5;0.88;7.38;31.44;0.12;0.5;0.62;20.97;16.33;16.25;16.34;15
288365;28VV;COAR;MAUS;7;9/28/2019 10:30 AM;9/29/2019 2:18 AM;235;238;108.73;23.11;113.81;24;13.5;11.5;1.2;C;15.8;5.07;0.89;235;5.08;0.89;5.97;39.36;5.07;0.89;5.96;39.43;0;0.01;0.01;0;15.67;0;14.87;15
130492;118;COAR;SALV;1413;12/4/2009 9:30 AM;12/13/2009 9:00 AM;2335;2335;177;55;337;92;12;20;3;C;86;85;63;767;160;37;197;11.85;85;63;148;5.18;-26;75;49;32;0.4;0.27;8.92;5879
100790;6868;COAR;SAOL;165;1/23/2009 11:42 AM;1/27/2009 4:48 PM;1487;1495;297.35;86.08;342.46;89.93;13.6;18;1.5;C;95.5;42.9;3.56;1414;45.11;3.85;48.96;30.37;42.9;3.56;46.46;30.43;0.29;2.21;2.5;29.2;14.72;13.27;14.81;101
102969;8798;COAR;SAOL;119;2/8/2009 1:30 PM;2/12/2009 10:00 PM;1489;1489;241.61;55.78;284.82;59.52;15;18.1;1.6;C;102.5;43.21;3.74;1473;43.21;3.74;46.95;31.71;43.21;3.74;46.95;31.37;0;0;0;0;0.51;0.01;14.37;2936
104049;5839;COAR;SAOL;1241;2/16/2009 3:12 PM;2/20/2009 6:00 PM;1501;1493;134.15;12.6;181.36;16.99;15;15.25;1;C;74.8;46.26;3.3;1493;47.21;4.39;51.6;29.09;46.26;3.3;49.56;30.13;1.09;0.95;2.04;3.92;15.32;0.34;19.96;98
104778;6868;COAR;SAOL;175;2/24/2009 11:36 AM;2/28/2009 10:54 AM;1487;1495;73.32;53.8;114.79;57.71;13.6;18;1.5;C;89.4;39.06;3.62;1407;41.47;3.91;45.38;32.77;39.06;3.62;42.68;32.97;0.29;2.41;2.7;29.63;15.65;14.29;15.74;95
105073;5903;COAR;SAOL;1269;2/28/2009 1:30 PM;3/4/2009 4:12 PM;1517;1528;80.63;55.85;122.58;59.33;15.25;13;1;C;98.7;41.95;3.48;1517;41.95;3.48;45.43;33.39;41.95;3.48;45.43;33.39;0;0;0;0;1.85;0;15.37;818
107851;5839;COAR;SAOL;1251;3/22/2009 11:36 AM;3/26/2009 11:18 AM;1499;1489;232.35;38.47;277.78;42.46;15;15.25;1;C;95.76;45.43;3.99;1499;45.43;3.99;49.42;30.33;45.43;3.99;49.42;30.33;0;0;0;0;15.78;0;15.65;95
111370;6135;COAR;SAOL;1249;4/21/2009 12:06 PM;4/25/2009 8:24 AM;1519;1519;323.4;36.76;364.88;40.58;15;15.25;1;C;92.3;41.48;3.82;1519;41.48;3.82;45.3;33.53;41.48;3.82;45.3;33.53;0;0;0;0;16.51;0;16.46;92
116695;8798;COAR;SAOL;179;7/28/2009 3:00 PM;8/2/2009 2:30 AM;1492;1492;200.5;69.2;241.71;73.51;14.5;15.75;1.5;C;87.8;33.66;3.52;1220;41.21;4.31;45.52;32.78;33.66;3.52;37.18;32.81;0.79;7.55;8.34;32.61;13.94;14.17;13.9;107
117405;5903;COAR;SAOL;1321;8/8/2009 1:00 PM;8/12/2009 1:00 PM;1506;1506;158.07;67.69;202.24;71.64;15.25;13;1;C;95.9;44.17;3.95;1506;44.17;3.95;48.12;31.3;44.17;3.95;48.12;31.3;0;0;0;0;0.51;0;15.7;2928
118225;8798;COAR;SAOL;189;8/21/2009 12:00 PM;8/25/2009 10:42 PM;1493;1500;290.97;84.17;332.18;88.62;14.5;15.75;1.5;C;82.2;31.73;3.42;1150;41.21;4.45;45.66;32.7;31.73;3.42;35.15;32.72;1.03;9.48;10.51;32.64;14.08;14.41;13.99;106
119209;8798;COAR;SAOL;193;9/8/2009 1:42 PM;9/13/2009 2:00 AM;1493;1500;198.41;64.38;240.49;69.26;14.5;15.75;1.5;C;83.34;32.4;3.75;1150;42.08;4.88;46.96;31.79;32.4;3.75;36.15;31.81;1.13;9.68;10.81;31.73;1.8;0.46;13.8;828
119640;5839;COAR;SAOL;1327;9/15/2009 10:06 AM;9/19/2009 10:42 AM;1490;1490;214.88;35.39;258.66;39.73;15;15.25;1;C;96.48;43.78;4.34;1490;43.78;4.34;48.12;30.96;43.78;4.34;48.12;30.96;0;0;0;0;15.52;0;15.44;96
121068;8798;COAR;SAOL;203;9/28/2009 10:30 AM;10/3/2009 12:30 AM;1490;1500;68.74;42.11;111.04;46.43;14.5;15.75;1.5;C;82.2;31.73;3.42;1150;42.3;4.32;46.62;31.96;31.73;3.42;35.15;32.72;0.9;10.57;11.47;29.64;13.55;12.23;13.99;110
124488;5903;COAR;SAOL;1351;10/23/2009 11:48 AM;10/27/2009 7:48 PM;1528;1528;319.04;57.16;364.64;61;15.25;13;1;C;103.8;45.6;3.84;1528;45.6;3.84;49.44;30.91;45.6;3.84;49.44;30.91;0;0;0;0;14.69;0;14.72;104
242751;1B4X;FAZE;ITAC;359;9/27/2016 7:12 AM;9/29/2016 2:48 PM;615;615;287.7;189.1;355.46;189.1;14;34.5;0;C;54.6;67.75;0;615;67.76;0;67.76;9.08;67.75;0;67.75;9.08;0;0.01;0.01;0;11.18;0;11.26;55
243113;1SS6;FAZE;ITAC;193;10/4/2016 2:00 AM;10/6/2016 10:18 AM;602;602;920.43;264.7;987.27;264.7;13;32;0;C;56.3;66.84;0;602;66.84;0;66.84;9.01;66.84;0;66.84;9.01;0;0;0;0;0.41;0;10.69;1472
243413;1BW2;FAZE;ITAC;391;10/21/2016 2:30 AM;10/23/2016 9:30 AM;600;598;797;142;855;143;13;30;1;C;52;58;0;600;58;1;59;10.17;58;0;58;10.34;1;0;1;0;10.91;0;11.54;55
243773;1W5G;FAZE;ITAC;61;11/4/2016 11:36 PM;11/7/2016 11:00 AM;615;598;218.4;210.6;285.7;210.6;13;28.5;0;L;59.4;67.3;0;615;67.3;0;67.3;9.14;67.3;0;67.3;9.14;0;0;0;0;0.28;0;10.35;2171
244081;1AFA;FAZE;ITAC;203;11/15/2016 4:30 PM;11/17/2016 10:48 PM;613;620;1014.8;79.1;1066.2;79.2;13.5;31.5;0.1;C;54.3;51.4;0.1;613;51.4;0.1;51.5;11.9;51.4;0.1;51.5;11.9;0;0;0;0;11.35;0;11.29;54
245838;5933;FAZE;ITAC;269;1/10/2017 3:30 PM;1/12/2017 9:18 PM;606;598;759.5;170.8;819.4;170.8;13;35;0.1;C;52.8;59.89;0;606;59.9;0;59.9;10.12;59.89;0;59.89;10.12;0;0.01;0.01;0;0.41;0;11.48;1469
249324;17MJ;FAZE;ITAC;575;5/27/2017 10:30 AM;5/29/2017 5:15 PM;611;611;524;81;591;81;13;30;1;C;53.75;67;0;611;67;0;67;9.12;67;0;67;9.12;0;0;0;0;11.31;0;11.37;54
250272;1700;FAZE;ITAC;103;7/1/2017 3:30 AM;7/3/2017 7:36 PM;614;598;988.1;78.2;1050.44;78.5;13;32;0.1;C;63.09;62.34;0.3;614;62.34;0.3;62.64;9.8;62.34;0.3;62.64;9.8;0;0;0;0;0.43;0;9.73;1432
250515;3641;FAZE;ITAC;143;7/22/2017 1:00 AM;7/24/2017 9:00 AM;604;598;81.8;289;151.3;289;13.5;36;0.1;C;55;69.5;0;604;69.5;0;69.5;8.69;69.5;0;69.5;8.69;0;0;0;0;10.79;0;10.98;56
251497;0SUV;FAZE;ITAC;447;8/6/2017 3:00 AM;8/8/2017 12:00 PM;604;598;261.7;311.6;329.3;311.6;13.5;36;0.1;C;57;67.6;0;604;67.6;0;67.6;8.93;67.6;0;67.6;8.93;0;0;0;0;0.41;0;10.6;1473
253249;1TLP;FAZE;ITAC;145;9/22/2017 10:00 AM;9/24/2017 6:36 PM;618;598;397.2;185.3;463.1;185.3;12;31;0.1;C;50.6;65.8;0;618;65.9;0;65.9;9.38;65.8;0;65.8;9.39;0;0.1;0.1;0;11.04;0;12.21;56
255506;7469;FAZE;ITAC;1075;10/11/2017 9:30 PM;10/14/2017 11:42 AM;622;622;749.4;137;800.9;137;12;31;0;C;62.2;51.5;0;622;51.5;0;51.5;12.08;51.5;0;51.5;12.08;0;0;0;0;10.03;0;10;62
256809;1SS6;FAZE;ITAC;275;10/17/2017 2:12 AM;10/19/2017 11:00 AM;615;618;181.2;181.52;235.28;181.52;13;32;0;C;55.8;54.08;0;615;54.08;0;54.08;11.37;54.08;0;54.08;11.37;0;0;0;0;10.98;0;11.02;56
257225;0F3V;FAZE;ITAC;925;10/21/2017 11:48 PM;10/24/2017 9:00 AM;617;617;287.8;133.74;365.7;134.91;12;26;0.5;C;56.7;76.53;1.15;603;77.9;1.17;79.07;7.8;76.53;1.15;77.68;7.76;0.02;1.37;1.39;10.07;10.82;46.67;10.63;57
259876;2100;FAZE;ITAC;757;11/10/2017 2:12 PM;11/13/2017 9:30 AM;601;615;130.6;376.1;183.8;376.1;12.5;27.5;0.2;C;67.3;53.2;0;601;53.2;0;53.2;11.3;53.2;0;53.2;11.3;0;0;0;0;0.76;0;8.93;787
260105;6891;FAZE;ITAC;287;11/20/2017 2:30 AM;11/22/2017 9:30 AM;606;598;672.94;82.36;739.94;82.36;13.5;29.5;0;C;51.5;63.98;0;572;67;0;67;9.04;63.98;0;63.98;8.94;0;3.02;3.02;11.26;11.02;9.71;11.11;55
266746;0ZM9;FAZE;ITAC;77;5/23/2018 4:30 AM;5/25/2018 4:30 PM;614;598;601;270.76;664.6;271;12;23;0.1;C;60;63.6;0.24;614;63.6;0.24;63.84;9.62;63.6;0.24;63.84;9.62;0;0;0;0;10.23;0;10.23;60
267497;228X;FAZE;ITAC;37;6/4/2018 11:30 PM;6/7/2018 5:00 PM;614;614;585.85;191.8;642.25;192.8;13.5;29.5;0.1;C;64.5;55.05;1;605;56.4;1;57.4;10.7;55.05;1;56.05;10.79;0;1.35;1.35;6.67;0.28;0;9.38;2177
268630;22I8;FAZE;ITAC;45;7/10/2018 10:30 PM;7/13/2018 1:00 PM;630;630;573.76;203.57;638.86;203.57;13;25.5;0.1;C;62.5;65.1;0;630;65.1;0;65.1;9.68;65.1;0;65.1;9.68;0;0;0;0;10.16;0;10.08;62
269374;09XB;FAZE;ITAC;193;7/29/2018 11:42 PM;8/1/2018 1:00 PM;613;598;556.3;236;628.6;236;13.5;36;0.1;C;60.3;72.3;0;613;72.3;0;72.3;8.48;72.3;0;72.3;8.48;0;0;0;0;10.05;0;10.17;61
270370;1OA6;FAZE;ITAC;69;8/10/2018 11:20 AM;8/12/2018 9:00 PM;603.8;598;638.8;128.8;753.6;128.8;12;26;0;C;62.4;69.8;0;603;114.8;0;114.8;5.26;69.8;0;69.8;8.64;0;45;45;0.02;0.41;0;9.66;1473
270654;0ZM9;FAZE;ITAC;105;8/22/2018 9:12 PM;8/25/2018 1:30 PM;598;598;721.4;262.4;773.6;262.6;12;23;0.1;C;63.3;52.2;0.2;598;52.2;0.2;52.4;11.41;52.2;0.2;52.4;11.41;0;0;0;0;9.34;0;9.45;64
271429;09XB;FAZE;ITAC;207;9/22/2018 9:48 PM;9/25/2018 10:30 AM;618;598;908.8;187.5;981.9;187.5;13.5;36;0.1;C;59.7;73.1;0;618;73.1;0;73.1;8.45;73.1;0;73.1;8.45;0;0;0;0;10.3;0;10.35;60
271869;0ZM9;FAZE;ITAC;119;10/3/2018 10:30 PM;10/6/2018 11:00 AM;610;598;257.9;205.3;309.4;205.5;12;23;0.1;C;59.5;51.5;0.1;610;51.5;0.2;51.7;11.8;51.5;0.1;51.6;11.82;0.1;0;0.1;0;0.28;0;10.25;2196
272124;17HL;FAZE;ITAC;19;10/11/2018 4:06 PM;10/14/2018 9:42 AM;600;598;717.6;129.4;778.4;129.4;13;31.5;0;C;64;60.8;0;600;60.8;0;60.8;9.87;60.8;0;60.8;9.87;0;0;0;0;9.23;0;9.38;65
272087;1TLP;FAZE;ITAC;239;10/15/2018 3:42 AM;10/17/2018 11:42 AM;609;598;855.6;211.2;919.9;211.2;12;31;0.1;C;55;63.5;0;609;64.3;0;64.3;9.47;63.5;0;63.5;9.59;0;0.8;0.8;0;10.88;0;11.07;56
272419;6826;FAZE;ITAC;1505;11/3/2018 4:00 AM;11/5/2018 7:48 AM;622;622;968;117;1024.5;117;12;31;0;C;51.8;56.5;0;622;56.5;0;56.5;11.01;56.5;0;56.5;11.01;0;0;0;0;0.42;0;12.01;1467
272527;1OA6;FAZE;ITAC;97;11/3/2018 8:25 PM;11/6/2018 2:36 AM;598;598;627.5;128.8;684;128.8;14;36.5;0;C;53.18;56.5;0;598;56.5;0;56.5;10.58;56.5;0;56.5;10.58;0;0;0;0;0.27;0;11.24;2190
273152;17MT;FAZE;ITAC;39;11/11/2018 8:42 AM;11/13/2018 3:30 PM;636;598;950.1;105.7;1011.2;105.7;13;31.5;0;C;54.8;61.1;0;636;61.1;0;61.1;10.41;61.1;0;61.1;10.41;0;0;0;0;11.78;0;11.61;54
273096;17HL;FAZE;ITAC;39;11/25/2018 12:12 AM;11/27/2018 11:54 AM;590;598;549;96.7;611.4;96.7;13;31.5;0;C;58.8;62.4;0;590;62.4;0;62.4;9.46;62.4;0;62.4;9.46;0;0;0;0;10;0;10.03;59
273464;24IQ;FAZE;ITAC;37;11/26/2018 3:06 AM;11/28/2018 7:12 AM;612;598;431.73;124.17;503.98;124.17;13.8;33.8;0;C;51.7;72.25;0;612;72.25;0;72.25;8.47;72.25;0;72.25;8.47;0;0;0;0;11.77;0;11.84;52
273431;17MJ;FAZE;ITAC;735;12/5/2018 1:30 AM;12/7/2018 10:30 AM;615;600;890;141;959;141;13;30;1;C;52.5;58.5;0;560;69;0;69;8.91;58.5;0;58.5;9.57;0;10.5;10.5;5.24;0.42;0.04;10.67;1473
274713;6826;FAZE;ITAC;1527;1/20/2019 3:06 AM;1/22/2019 3:00 PM;623;623;618.2;44.4;681.8;44.4;14.5;39.5;0;C;59.9;63.6;0;623;63.6;0;63.6;9.8;63.6;0;63.6;9.8;0;0;0;0;10.56;0;10.4;59
275489;1A96;FAZE;ITAC;111;1/30/2019 1:00 AM;2/1/2019 11:30 AM;621;598;655.3;270.2;727;270.2;13.5;30;0;C;57.5;71.7;0;621;71.7;0;71.7;8.66;71.7;0;71.7;8.66;0;0;0;0;10.71;0;10.8;58
275759;1LPY;FAZE;ITAC;71;2/8/2019 1:48 AM;2/10/2019 12:12 PM;613;598;641.9;177.9;712.3;177.9;13;31;0.1;C;57.4;70.4;0;613;70.4;0;70.4;8.71;70.4;0;70.4;8.71;0;0;0;0;0.42;0;10.68;1474
275795;6826;FAZE;ITAC;1539;2/17/2019 2:00 AM;2/19/2019 8:00 PM;623;623;799.6;94;867.2;94;12;31;0;C;66;67.6;0;623;67.6;0;67.6;9.22;67.6;0;67.6;9.22;0;0;0;0;9.44;0;9.44;66
276178;1OA6;FAZE;ITAC;129;2/19/2019 9:11 PM;2/22/2019 10:48 AM;600;598;669.7;128.8;726.8;128.8;14;36.5;0;C;60.6;56.89;0;599;57.1;0;57.1;10.51;56.89;0;56.89;10.53;0;0.21;0.21;4.76;9.84;2.5;9.88;61
277197;1HZQ;FAZE;ITAC;561;3/17/2019 8:25 PM;3/20/2019 8:30 AM;596;596;726;158;800;160;13;30;1;C;58.08;74;2;596;74;2;76;7.84;74;2;76;7.84;0;0;0;0;9.93;0;10.26;60
277058;17MJ;FAZE;ITAC;779;3/19/2019 1:30 AM;3/21/2019 2:00 PM;610;592;803;120;876;121.3;13;30;1;C;59.3;73;1.29;610;73;1.3;74.3;8.21;73;1.29;74.29;8.21;0.01;0;0.01;0;10.17;0;10.29;60
277438;1CQ3;FAZE;ITAC;107;4/3/2019 11:30 PM;4/6/2019 2:30 PM;616;616;511.4;94.4;586.3;94.4;12.5;27.5;0.1;C;62;74.9;0;616;74.9;0;74.9;8.22;74.9;0;74.9;8.22;0;0;0;0;0.28;0;9.94;2199
278615;25DB;FAZE;ITAC;53;4/17/2019 10:36 PM;4/20/2019 1:00 PM;615;598;943.6;314.5;1002.5;314.7;11;23;0.1;C;61.4;58.89;0.19;615;58.9;0.2;59.1;10.41;58.89;0.19;59.08;10.41;0.01;0.01;0.02;0;9.92;0;10.02;62
278434;1OA6;FAZE;ITAC;151;5/1/2019 10:20 PM;5/4/2019 8:00 PM;598;598;611.4;128.8;679.4;128.8;13;30.5;0;C;68.65;68;0;597;68;0;68;8.79;68;0;68;8.78;0;0;0;0;0.28;0;8.7;2157
279108;1HZM;FAZE;ITAC;643;5/11/2019 11:15 PM;5/14/2019 11:30 AM;596;598;693;117;778;118;13;30;1;C;58.25;68;1;596;85;1;86;6.93;68;1;69;8.64;0;17;17;0;9.93;0;10.23;60
279914;1CQ3;FAZE;ITAC;123;5/21/2019 12:30 PM;5/24/2019 3:00 AM;616;616;607.8;119.4;680.4;119.4;12.5;27.5;0.1;C;61.5;72.6;0;616;72.6;0;72.6;8.48;72.6;0;72.6;8.48;0;0;0;0;9.94;0;10.02;62
280814;257J;FAZE;ITAC;55;6/9/2019 6:00 PM;6/12/2019 3:00 PM;613;598;320;191.63;392.06;191.93;14;34;0.1;C;68;72.06;0.3;613;72.06;0.3;72.36;8.47;72.06;0.3;72.36;8.47;0;0;0;0;0.28;0;9.01;2181
281772;1HZM;FAZE;ITAC;659;6/22/2019 2:30 PM;6/25/2019 9:00 AM;615;598;611;108;660;118;13;30;1;C;65.5;49;10;615;49;10;59;10.42;49;10;59;10.42;0;0;0;0;9.32;0;9.39;66
