"ESPT_CD_ID","EMBA_CD_ID","PORT_CD_ID_ORIGEM","PORT_CD_ID_DESTINO","ESPT_TX_NUM_ESCALA","ESPT_DT_QTO_BOLETIM","ESPT_DT_QTP_BOLETIM","ESPT_NR_DIST_NAVEGADA","ESPT_NR_DIST_TABELADA","ESPT_NR_COMB_EXI_MFO","ESPT_NR_OLEO_PESADO","ESPT_NR_COMB_EXI_MDO_MGO","ESPT_NR_OLEO_DIESEL","ESPT_MD_VELOC_TP","ESPT_MD_CONS_FO","ESPT_MD_CONS_DO","ESPT_IN_CARGA_LASTRO","CEVG_NR_TEMPO","CEVG_NR_OLEO_PESADO","CEVG_NR_OLEO_DIESEL","CEVG_NR_DISTANCIA_NAV","CONSUMO_FO_VIAGEM","CONSUMO_DO_VIAGEM","CONSUMO_TOTAL","CONSUMO_MEDIO_VIAGEM","CONSUMO_FO_DCE","CONSUMO_DO_DCE","CONSUMO_TOTAL_DCE","CONSUMO_MEDIO_DCE","CONSUMO_DO_FCE","CONSUMO_FO_FCE","CONSUMO_TOTAL_FCE","CONSUMO_MEDIO_FCE","VELOC_MEDIA_VIAGEM","VELOC_MEDIA_FCE","VELOC_MEDIA_DCE","TEMPO_VIAGEM","VALOR_PORTO","VEREDITO"
"262449","1YJC","BELM","MAUS","77","1/9/2018 11:42 PM","1/13/2018 4:42 AM","1020","1052","178","23.45","212.25","27.25","15","15.5","1.3","1","67.7","32.95","3.35","884","34.25","3.8","38.05","26.81","32.95","3.35","36.3","24.35","0.45","1.3","1.75","77.71","13.25","14.62","13.06","77","635","1"
"262837","1YJC","BELM","MAUS","83","1/25/2018 9:42 AM","1/28/2018 4:36 PM","1020","1052","284.4","53.2","321.2","57.25","15","15.5","1.3","1","70.6","32.6","3.65","885","36.8","4.05","40.85","24.97","32.6","3.65","36.25","24.41","0.4","4.2","4.6","29.35","13.08","18.24","12.54","78","635","1"
"262948","1YIH","BELM","MAUS","91","1/30/2018 5:30 PM","2/2/2018 8:30 PM","991","1052","314.5","77.52","361.72","80.67","15.4","16.9","1","1","62.3","39.09","2.6","828","47.22","3.15","50.37","19.67","39.09","2.6","41.69","19.86","0.55","8.13","8.68","18.78","13.21","12.83","13.29","75","635","1"
"263250","1YJC","BELM","MAUS","89","2/10/2018 2:24 PM","2/13/2018 11:24 PM","1024","1052","188.1","32.1","227.7","36.15","15","15.5","1.3","1","70.7","35","3.55","884","39.6","4.05","43.65","23.46","35","3.55","38.55","22.93","0.5","4.6","5.1","27.45","12.64","13.59","12.5","81","635","1"
"263266","1YIH","BELM","MAUS","97","2/16/2018 3:00 PM","2/19/2018 10:30 PM","1048","1052","207.03","58.26","257.71","62.16","15.4","16.9","1","1","68.3","44.43","3.4","926","50.68","3.9","54.58","19.2","44.43","3.4","47.83","19.36","0.5","6.25","6.75","18.07","13.27","11.4","13.56","79","635","1"
"263706","1YJC","BELM","MAUS","95","2/24/2018 2:24 PM","2/27/2018 8:48 PM","1022","1052","292.8","63.95","332.1","67.85","15","15.5","1.3","1","68.8","34.4","3.4","887","39.3","3.9","43.2","23.66","34.4","3.4","37.8","23.47","0.5","4.9","5.4","25","13.1","14.67","12.89","78","635","1"
"264171","1YJC","BELM","MAUS","101","3/10/2018 11:00 AM","3/13/2018 6:30 PM","1019","1052","195","45.55","234.9","49.5","15","15.5","1.3","1","70","34.9","3.45","882","39.9","3.95","43.85","23.24","34.9","3.45","38.35","23","0.5","5","5.5","24.91","12.9","15.22","12.6","79","635","1"
"264278","1YIH","BELM","MAUS","109","3/14/2018 11:06 PM","3/18/2018 7:36 AM","1044","1052","318.57","80.12","365.98","84.13","15.4","16.9","1","1","69.2","41.85","3.51","920","47.41","4.01","51.42","20.3","41.85","3.51","45.36","20.28","0.5","5.56","6.06","20.46","13.05","11.48","13.29","80","635","1"
"264714","1YIH","BELM","MAUS","115","3/25/2018 5:24 PM","3/29/2018 3:48 AM","1034","1052","215.43","67.17","267.5","71.29","15.4","16.9","1","1","68.8","42.83","3.47","909","52.07","4.12","56.19","18.4","42.83","3.47","46.3","19.63","0.65","9.24","9.89","12.64","12.61","9.47","13.21","82","635","1"
"264664","1YJC","BELM","MAUS","109","3/26/2018 2:00 PM","3/29/2018 11:54 PM","1018","1052","321","74.85","361.15","78.9","15","15.5","1.3","1","73.4","36.2","3.6","882","40.15","4.05","44.2","23.03","36.2","3.6","39.8","22.16","0.45","3.95","4.4","30.91","12.57","17.89","12.02","81","635","1"
"265285","1YJC","BELM","MAUS","115","4/8/2018 1:30 PM","4/11/2018 10:48 PM","1020","1052","222.25","57.95","262.75","61.95","15","15.5","1.3","1","72.3","36.2","3.55","884","40.5","4","44.5","22.92","36.2","3.55","39.75","22.24","0.45","4.3","4.75","28.63","0.46","0.06","12.23","2217","635","1"
"265833","1YJC","BELM","MAUS","121","4/21/2018 9:30 PM","4/25/2018 4:12 AM","1018","1052","124.7","40.6","164.7","44.45","15","15.5","1.3","1","69.9","35.2","3.5","880","40","3.85","43.85","23.22","35.2","3.5","38.7","22.74","0.35","4.8","5.15","26.8","13.05","17.04","12.59","78","635","1"
"266858","1YJC","BELM","MAUS","135","5/19/2018 3:06 AM","5/22/2018 12:12 PM","1020","1052","292.85","80.1","331.55","84.15","15","15.5","1.3","1","71.2","34.35","3.6","880","38.7","4.05","42.75","23.86","34.35","3.6","37.95","23.19","0.45","4.35","4.8","29.17","12.59","14.29","12.36","81","635","1"
"267126","1YIH","BELM","MAUS","145","5/25/2018 8:00 PM","5/29/2018 10:00 AM","1029","1052","299.4","51.54","348.03","55.89","15.4","16.9","1","1","70.4","43.71","3.67","910","48.63","4.35","52.98","19.42","43.71","3.67","47.38","19.21","0.68","4.92","5.6","21.25","11.97","7.63","12.93","86","635","1"
"267317","1YJC","BELM","MAUS","141","5/31/2018 9:00 PM","6/4/2018 8:06 AM","1023","1052","195.3","63.4","236.5","67.5","15","15.5","1.3","1","74.4","38.1","3.65","880","41.2","4.1","45.3","22.58","38.1","3.65","41.75","21.08","0.45","3.1","3.55","40.28","12.33","16.63","11.83","83","635","1"
"267878","1YJC","BELM","MAUS","147","6/11/2018 6:12 PM","6/15/2018 5:30 AM","1020","1052","301.4","99.25","342","103.4","15","15.5","1.3","1","74.5","35.8","3.7","880","40.6","4.15","44.75","22.79","35.8","3.7","39.5","22.28","0.45","4.8","5.25","26.67","12.29","16.47","11.81","83","635","1"
"268455","1YJC","BELM","MAUS","155","6/26/2018 4:12 PM","6/30/2018 4:18 AM","1019","1052","197.2","79.75","239.45","83.95","15","15.5","1.3","1","75.8","38.4","3.8","880","42.25","4.2","46.45","21.94","38.4","3.8","42.2","20.85","0.4","3.85","4.25","32.71","12.13","16.95","11.61","84","635","1"
"268733","1YIH","BELM","MAUS","167","7/4/2018 3:00 PM","7/8/2018 3:06 AM","1037","1052","171.42","62.85","222.11","66.64","15.4","16.9","1","1","73.2","45.3","3.27","919","50.69","3.79","54.48","19.03","45.3","3.27","48.57","18.92","0.52","5.39","5.91","19.97","0.36","0.04","12.55","2916","635","1"
"268883","1YJC","BELM","MAUS","161","7/8/2018 12:36 AM","7/11/2018 9:36 AM","1019","1052","303.35","65.3","344.35","69.25","15","15.5","1.3","1","72.8","36.7","3.55","880","41","3.95","44.95","22.67","36.7","3.55","40.25","21.86","0.4","4.3","4.7","29.57","0.46","0.06","12.09","2217","635","1"
"269091","1YLJ","BELM","MAUS","157","7/14/2018 6:00 PM","7/18/2018 11:54 AM","985","1052","310.97","63.4","346.79","63.4","13.5","11.5","0.05","1","77.9","32.02","0","860","35.82","0","35.82","27.5","32.02","0","32.02","26.86","0","3.8","3.8","32.89","11.07","11.26","11.04","89","635","1"
"269594","1YJC","BELM","MAUS","171","7/24/2018 5:12 PM","7/28/2018 1:36 AM","1019","1052","182.45","43.9","224.3","48","15","15.5","1.3","1","72.9","37.35","3.8","880","41.85","4.1","45.95","22.18","37.35","3.8","41.15","21.39","0.3","4.5","4.8","28.96","12.74","19.58","12.07","80","635","1"
"269899","1YLJ","BELM","MAUS","163","7/28/2018 6:00 PM","8/1/2018 8:36 AM","987","1052","209.41","63.35","249.74","63.35","13.5","11.5","0.05","1","77.9","36.17","0","863","40.33","0","40.33","24.47","36.17","0","36.17","23.86","0","4.16","4.16","29.81","11.48","15.31","11.08","86","635","1"
"269988","1YLJ","BELM","MAUS","169","8/9/2018 3:24 PM","8/13/2018 5:00 AM","986","1052","113.36","63.3","149.78","63.3","13.5","11.5","0.05","1","76.5","32.42","0","863","36.42","0","36.42","27.07","32.42","0","32.42","26.62","0","4","4","30.75","11.6","14.47","11.28","85","635","1"
"270548","1YJC","BELM","MAUS","181","8/20/2018 11:48 AM","8/24/2018 3:00 AM","1021","1052","297.75","57","336.5","61.7","15","15.5","1.3","1","70.6","35.75","4.39","880","38.75","4.7","43.45","23.5","35.75","4.39","40.14","21.92","0.31","3","3.31","42.6","11.74","8.6","12.46","87","635","1"
"270933","1YJC","BELM","MAUS","187","9/1/2018 9:42 PM","9/5/2018 4:12 AM","1019","1052","198.15","40.35","238.65","44.6","15","15.5","1.3","1","70.7","36.44","3.84","880","40.5","4.25","44.75","22.77","36.44","3.84","40.28","21.85","0.41","4.06","4.47","31.1","0.36","0.05","12.45","2862","635","1"
"271330","1YJC","BELM","MAUS","193","9/15/2018 9:18 PM","9/19/2018 6:36 PM","1025","1052","419.75","72.6","457.8","76.75","15","15.5","1.3","1","81.7","33.83","3.7","880","38.05","4.15","42.2","24.29","33.83","3.7","37.53","23.45","0.45","4.22","4.67","31.05","11.02","12.83","10.77","93","635","1"
"272579","1YJC","BELM","MAUS","209","10/30/2018 10:54 AM","11/2/2018 12:54 PM","1018","1052","406.4","69.1","443.25","72.8","15","15.5","1.3","1","65.9","32.67","3.3","880","36.85","3.7","40.55","25.1","32.67","3.3","35.97","24.46","0.4","4.18","4.58","30.13","13.76","17.04","13.35","74","635","1"
"273076","1YJC","BELM","MAUS","215","11/14/2018 10:06 PM","11/18/2018 12:00 AM","1017","1052","311.2","49.15","349.4","53","15","15.5","1.3","1","65.5","32.87","3.3","880","38.2","3.85","42.05","24.19","32.87","3.3","36.17","24.33","0.55","5.33","5.88","23.3","13.93","18.27","13.44","73","635","1"
"273201","1YIH","BELM","MAUS","225","11/18/2018 8:42 AM","11/21/2018 1:36 PM","1041","1052","274.14","66.61","316.06","70.61","15.4","16.9","1","1","66.4","36.91","3.45","923","41.92","4","45.92","22.67","36.91","3.45","40.36","22.87","0.55","5.01","5.56","21.22","13.7","12.29","13.9","76","635","1"
"273458","25R5","BELM","MAUS","7","11/23/2018 1:00 PM","11/27/2018 5:20 AM","1083","1052","255","36.5","300","38","13","14","3","1","69","37.6","0.5","774","45","1.5","46.5","23.29","37.6","0.5","38.1","20.31","1","7.4","8.4","36.79","12.31","16.26","11.22","88","635","1"
"273483","1YJC","BELM","MAUS","221","11/25/2018 9:24 PM","11/29/2018 2:54 AM","1023","1052","214.15","35.7","252.55","39.2","15","15.5","1.3","1","67.8","34.1","3.05","880","38.4","3.5","41.9","24.42","34.1","3.05","37.15","23.69","0.45","4.3","4.75","30.11","13.29","15.54","12.98","77","635","1"
"273511","1YIH","BELM","MAUS","231","12/1/2018 7:12 PM","12/5/2018 12:00 AM","1048","1052","170.94","50.48","216","54.51","15.4","16.9","1","1","66.1","39.88","3.45","927","45.06","4.03","49.09","21.35","39.88","3.45","43.33","21.39","0.58","5.18","5.76","21.01","0.37","0.04","14.02","2860","635","1"
"273877","1YJC","BELM","MAUS","227","12/8/2018 1:18 AM","12/11/2018 12:12 PM","1018","1052","365.35","71.6","402.4","74.9","15","15.5","1.3","1","66.8","32.45","2.9","884","37.05","3.3","40.35","25.23","32.45","2.9","35.35","25.01","0.4","4.6","5","26.8","0.46","0.06","13.23","2218","635","1"
"274065","1YIH","BELM","MAUS","237","12/18/2018 9:00 PM","12/22/2018 3:54 AM","1040","1052","434.86","80.85","482.04","84.91","15.4","16.9","1","1","68.8","42.25","3.51","920","47.18","4.06","51.24","20.3","42.25","3.51","45.76","20.1","0.55","4.93","5.48","21.9","13.33","13.04","13.37","78","635","1"
"274353","1YJC","BELM","MAUS","233","12/22/2018 6:36 PM","12/26/2018 1:15 AM","1022","1052","270.05","54.9","310.8","58.55","15","15.5","1.3","1","69.05","33.3","2.95","884","40.75","3.65","44.4","23.02","33.3","2.95","36.25","24.39","0.7","7.45","8.15","16.93","13.1","15.42","12.8","78","635","1"
"274560","1YIH","BELM","MAUS","243","1/3/2019 3:48 AM","1/6/2019 9:48 AM","1044","1052","329.24","62.33","375.55","66.26","15.1","17.85","1","2","66.7","40.42","3.36","917","46.31","3.93","50.24","20.78","40.42","3.36","43.78","20.95","0.57","5.89","6.46","19.66","0.47","0.06","13.75","2214","635","1"
"275332","1YIH","BELM","MAUS","249","1/16/2019 7:54 PM","1/20/2019 1:48 AM","1053","1052","216.76","45.81","266.75","49.77","15.4","16.9","1","1","68.8","44.15","3.47","932","49.99","3.96","53.95","19.52","44.15","3.47","47.62","19.57","0.49","5.84","6.33","19.12","13.68","14.76","13.55","77","635","1"
"275353","1YJC","BELM","MAUS","243","1/20/2019 5:42 PM","1/24/2019 2:18 AM","1023","1052","364.2","70.5","406","74.45","15","15.5","1.3","1","71.4","36.8","3.65","885","41.8","3.95","45.75","22.36","36.8","3.65","40.45","21.88","0.3","5","5.3","26.04","12.79","16.05","12.39","80","635","1"
"275441","1YIH","BELM","MAUS","255","1/31/2019 9:42 PM","2/5/2019 2:24 AM","1040","1052","430.3","82.33","479.56","87.25","15.4","16.9","1","1","75.6","43.41","3.5","918","49.26","4.92","54.18","19.2","43.41","3.5","46.91","19.57","1.42","5.85","7.27","16.78","0.48","0.06","12.14","2164","635","1"
"275604","1YJC","BELM","MAUS","249","2/5/2019 7:00 PM","2/9/2019 2:48 AM","1022","1052","262","50.5","303.9","54.4","15","15.5","1.3","1","70.2","36.7","3.4","885","41.9","3.9","45.8","22.31","36.7","3.4","40.1","22.07","0.5","5.2","5.7","24.04","0.35","0.05","12.61","2935","635","1"
"275962","1YIH","BELM","MAUS","261","2/14/2019 10:00 AM","2/17/2019 9:48 PM","1042","1052","313.38","68.3","365.86","71.83","15.4","16.9","1","1","73.6","45.62","3.01","923","52.48","3.53","56.01","18.6","45.62","3.01","48.63","18.98","0.52","6.86","7.38","16.12","12.55","12.66","12.54","83","635","1"
"276057","1YJC","BELM","MAUS","255","2/19/2019 8:00 PM","2/23/2019 3:30 AM","1016","1052","160.7","32.65","202.1","36.55","15","15.5","1.3","1","69.8","36","3.4","885","41.4","3.9","45.3","22.43","36","3.4","39.4","22.46","0.5","5.4","5.9","22.2","12.86","14.24","12.68","79","635","1"
"276321","1YIH","BELM","MAUS","267","2/28/2019 10:00 AM","3/3/2019 8:18 PM","1035","1052","194.04","53.8","246.99","57.24","15.4","16.9","1","1","72.6","45.48","2.91","917","52.95","3.44","56.39","18.35","45.48","2.91","48.39","18.95","0.53","7.47","8","14.75","12.62","12.55","12.63","82","635","1"
"276670","1YJC","BELM","MAUS","261","3/5/2019 7:24 PM","3/9/2019 3:48 AM","1020","1052","361.8","64.55","401.9","68.5","15","15.5","1.3","1","71","35","3.45","885","40.1","3.95","44.05","23.16","35","3.45","38.45","23.02","0.5","5.1","5.6","24.11","0.35","0.05","12.46","2936","635","1"
"276820","1YIH","BELM","MAUS","273","3/15/2019 6:42 PM","3/19/2019 5:00 AM","1047","1052","449.81","94.21","497.65","97.68","15.4","16.9","1","1","71.6","41.49","3","925","47.84","3.47","51.31","20.41","41.49","3","44.49","20.79","0.47","6.35","6.82","17.89","12.77","11.73","12.92","82","635","1"
"277063","1YJC","BELM","MAUS","267","3/20/2019 7:12 PM","3/24/2019 9:24 AM","1022","1052","269.8","44.7","308.4","49","15","15.5","1.3","1","74","31.6","3.7","885","38.6","4.3","42.9","23.82","31.6","3.7","35.3","25.07","0.6","7","7.6","18.03","11.88","11.42","11.96","86","635","1"
"277593","1YIH","BELM","MAUS","279","3/28/2019 5:30 PM","4/1/2019 1:24 AM","1042","1052","343.43","80.18","390.42","83.56","13","10.9","1","1","68.5","41.52","2.87","924","46.99","3.38","50.37","20.69","41.52","2.87","44.39","20.82","0.51","5.47","5.98","19.73","13.19","11.24","13.49","79","635","1"
"277840","20Y4","BELM","MAUS","247","4/3/2019 5:00 AM","4/6/2019 7:15 PM","1062","1052","250","35","290.5","43","13","14","3","1","74.5","40.5","0","840","40.5","8","48.5","21.9","40.5","0","40.5","20.74","8","0","8","27.75","0.48","0.1","11.28","2222","635","1"
"278233","1YIH","BELM","MAUS","285","4/13/2019 6:00 AM","4/16/2019 2:12 PM","1042","1052","239.56","62.57","287.32","66.51","13","10.9","1","1","70.4","42.5","3.57","925","47.76","3.94","51.7","20.15","42.5","3.57","46.07","20.08","0.37","5.26","5.63","20.78","13.03","12.19","13.14","80","635","1"
"278361","1YJC","BELM","MAUS","279","4/19/2019 7:00 AM","4/22/2019 10:42 PM","1021","1052","362.15","56.55","400.95","60.9","15","15.5","1.3","1","78.6","34.2","3.85","885","38.8","4.35","43.15","23.66","34.2","3.85","38.05","23.26","0.5","4.6","5.1","26.67","11.74","16.19","11.26","87","635","1"
"278795","1YIH","BELM","MAUS","291","4/27/2019 5:48 PM","5/1/2019 3:48 AM","1039","1052","452.71","101.4","500.66","105.47","15.4","16.9","1","1","71.1","42.51","3.6","917","47.95","4.07","52.02","19.97","42.51","3.6","46.11","19.89","0.47","5.44","5.91","20.64","12.67","11.19","12.9","82","635","1"
"278992","1YJC","BELM","MAUS","285","5/2/2019 7:00 AM","5/5/2019 7:48 PM","1022","1052","265.3","40","306.4","44.25","15","15.5","1.3","1","76.3","36.5","3.7","884","41.1","4.25","45.35","22.54","36.5","3.7","40.2","21.99","0.55","4.6","5.15","26.8","0.48","0.07","11.59","2148","635","1"
"279354","1YIH","BELM","MAUS","297","5/11/2019 5:12 PM","5/15/2019 6:54 AM","1033","1052","352.26","84.82","395.04","89.01","13","10.9","1","1","74.8","38.69","3.7","929","42.78","4.19","46.97","21.99","38.69","3.7","42.39","21.92","0.49","4.09","4.58","22.71","12.15","10.2","12.42","85","635","1"
"279533","1YJC","BELM","MAUS","291","5/16/2019 5:12 PM","5/20/2019 5:30 AM","1019","1052","167.9","21.55","209","25.75","15","15.5","1.3","1","74.8","36.1","3.75","884","41.1","4.2","45.3","22.49","36.1","3.75","39.85","22.18","0.45","5","5.45","24.77","12.13","14.67","11.82","84","635","1"
"279905","1YIH","BELM","MAUS","303","5/24/2019 3:42 PM","5/28/2019 2:30 AM","1042","53","241.77","69.93","287.49","73.95","13","10.9","1","1","73","41","3.59","919","45.72","4.02","49.74","20.95","41","3.59","44.59","20.61","0.43","4.72","5.15","23.88","12.71","13.67","12.59","82","635","1"
"280200","1YJC","BELM","MAUS","297","5/31/2019 3:54 AM","6/3/2019 4:12 PM","1019","1052","373.15","53.55","414","57.65","15","15.5","1.3","1","75.6","36.25","3.7","883","40.85","4.1","44.95","22.67","36.25","3.7","39.95","22.1","0.4","4.6","5","27.2","12.13","16.19","11.68","84","635","1"
"280535","1YIH","BELM","MAUS","309","6/8/2019 6:48 PM","6/12/2019 4:12 AM","1049","1052","458.46","109.1","504.57","113.03","15.4","16.9","1","1","72.4","41.07","3.55","929","46.11","3.93","50.04","20.96","41.07","3.55","44.62","20.82","0.38","5.04","5.42","22.14","0.36","0.04","12.83","2913","635","1"
"281058","1YJC","BELM","MAUS","303","6/14/2019 4:06 AM","6/17/2019 7:18 PM","1019","1052","276.55","36.7","318.3","40.75","15","15.5","1.3","1","78.3","36.85","3.6","885","41.75","4.05","45.8","22.25","36.85","3.6","40.45","21.88","0.45","4.9","5.35","25.05","11.71","15.4","11.3","87","635","1"
"282053","1YJC","BELM","MAUS","309","6/28/2019 3:12 AM","7/1/2019 5:24 PM","1020","1052","181.5","20.1","222.4","24.25","15","15.5","1.3","1","77.4","36.7","3.65","885","40.9","4.15","45.05","22.64","36.7","3.65","40.35","21.93","0.5","4.2","4.7","28.72","11.86","15.7","11.43","86","635","1"
"282933","1YJC","BELM","MAUS","315","7/11/2019 2:42 AM","7/14/2019 4:06 PM","1020","1052","180.95","79.6","221.65","83.55","15","15.5","1.3","1","76.5","36.8","3.55","885","40.7","3.95","44.65","22.84","36.8","3.55","40.35","21.93","0.4","3.9","4.3","31.4","12","15.88","11.57","85","635","1"
"284409","1YJC","BELM","MAUS","321","7/21/2019 10:36 PM","7/25/2019 12:36 PM","1020","1052","281.9","67.15","323.5","70.95","15","15.5","1.3","1","76.5","37.3","3.4","885","41.6","3.8","45.4","22.47","37.3","3.4","40.7","21.74","0.4","4.3","4.7","28.72","11.86","14.21","11.57","86","635","1"
"284398","25R5","BELM","MAUS","107","7/25/2019 5:00 PM","7/29/2019 7:00 PM","1083","1052","288","25","329","25","13","14","3","1","83.5","33.14","0","902","41","0","41","26.41","33.14","0","33.14","27.22","0","7.86","7.86","23.03","11.05","12.48","10.8","98","635","1"
"285300","1YJC","BELM","MAUS","327","8/6/2019 11:54 AM","8/10/2019 1:12 AM","1025","1052","187.3","50","227.7","53.8","15","15.5","1.3","1","76","36.1","3.4","885","40.4","3.8","44.2","23.19","36.1","3.4","39.5","22.41","0.4","4.3","4.7","29.79","0.35","0.05","11.64","2917","635","1"
"286107","1YLJ","BELM","MAUS","315","8/15/2019 12:00 PM","8/19/2019 10:36 AM","1076","1052","271.37","51.67","309.58","51.72","13.5","11.5","0.05","1","78.8","32.2","0","875","38.21","0.05","38.26","28.12","32.2","0","32.2","27.17","0.05","6.01","6.06","33.17","11.45","13.22","11.1","94","635","1"
"288776","25R5","BELM","MAUS","135","10/4/2019 5:30 PM","10/8/2019 12:30 PM","776.5","1052","274","20","319","21","13","14","3","1","67.4","35.83","0.75","777","45","1","46","16.88","35.83","0.75","36.58","21.24","0.25","9.17","9.42","-0.05","0.27","0","11.53","2923","635","1"
"288896","1YJC","BELM","MAUS","341","10/8/2019 1:30 PM","10/11/2019 9:36 PM","1021","1052","326.62","82.08","363.79","85.5","15","15.5","1.3","1","71.1","32.17","3.02","885","37.17","3.42","40.59","25.15","32.17","3.02","35.19","25.15","0.4","5","5.4","25.19","0.46","0.06","12.45","2216","635","1"
"289898","1YJC","BELM","MAUS","347","10/23/2019 12:00 PM","10/27/2019 12:36 AM","1022","1052","239.51","65.6","276.53","69.19","15","15.5","1.3","1","71.9","32.72","3.47","884","37.02","3.59","40.61","25.17","32.72","3.47","36.19","24.43","0.12","4.3","4.42","31.22","12.17","11.4","12.29","84","635","1"
"290202","1YJC","BELM","MAUS","353","11/7/2019 2:30 PM","11/10/2019 11:24 PM","1025","1052","150.62","49.18","188.51","52.48","15","15.5","1.3","1","71.6","33.03","2.94","885","37.89","3.3","41.19","24.88","33.03","2.94","35.97","24.6","0.36","4.86","5.22","26.82","0.46","0.07","12.36","2216","635","1"
"290774","1YJC","BELM","MAUS","359","11/19/2019 12:12 PM","11/22/2019 7:06 PM","1020","1052","364.34","87.92","401.84","91.01","15","15.5","1.3","1","69.7","33","2.74","885","37.5","3.09","40.59","25.13","33","2.74","35.74","24.76","0.35","4.5","4.85","27.84","13.08","16.27","12.7","78","635","1"
"291336","28VV","BELM","MAUS","41","11/27/2019 3:12 PM","12/1/2019 10:06 AM","1055","1052","276.84","63.85","309.78","67.61","13.5","11.5","1.2","1","80.4","28.2","3.27","912","32.94","3.76","36.7","28.75","28.2","3.27","31.47","28.98","0.49","4.74","5.23","27.34","11.72","14.9","11.34","90","635","1"
"291480","1YJC","BELM","MAUS","365","12/1/2019 11:00 AM","12/4/2019 8:30 PM","1023","1052","275.97","75.23","312.11","78.54","15","15.5","1.3","1","72","31.39","2.86","885","36.14","3.31","39.45","25.93","31.39","2.86","34.25","25.84","0.45","4.75","5.2","26.54","0.47","0.07","12.29","2169","635","1"
"292766","1WPJ","BELM","MAUS","459","12/29/2019 9:00 PM","1/2/2020 7:00 AM","1050","1052","105","26","143","37","13.5","18","3","1","74","32","9.2","890","38","11","49","21.43","32","9.2","41.2","21.6","1.8","6","7.8","20.51","1.31","0.22","12.03","802","635","1"
"220447","0P9L","BELM","PECE","469","8/15/2014 4:30 AM","8/17/2014 12:42 PM","690","708","785","90.4","860.9","90.4","14","38.2","0.2","1","7","6.7","0","80","75.9","0","75.9","9.09","6.7","0","6.7","11.94","0","69.2","69.2","8.82","12.32","12.45","11.43","56","641","1"
"140977","121","BELM","PGUA","1365","4/12/2010 1:00 PM","4/21/2010 1:30 PM","2528","2530","170","28","335","55","12.2","18.5","3","1","7","5","1","80","165","27","192","13.17","5","1","6","13.33","26","160","186","13.16","11.7","11.71","11.43","216","642","1"
"205860","1BW2","BELM","PGUA","121","9/19/2013 12:30 PM","9/27/2013 11:00 AM","2517","2562","571","160","857","160","13","30","1","1","6","9","0","76","286","0","286","8.8","9","0","9","8.44","0","277","277","8.81","13.25","13.27","12.67","190","642","1"
"112232","132","BELM","RIOJ","969","4/25/2009 2:00 PM","5/3/2009 12:30 AM","2218","2218","996","117","1138","152","","","","2","5.5","4.36","0.61","80","142","35","177","12.53","4.36","0.61","4.97","16.1","34.39","137.64","172.03","12.43","12.46","12.39","14.55","178","647","1"
"113602","136","BELM","RIOJ","1069","5/22/2009 3:30 PM","6/3/2009 11:00 AM","2324","2174","491.38","40.55","688","74","","","","2","5","0.2","0","28","196.62","33.45","230.07","10.1","0.2","0","0.2","140","33.45","196.42","229.87","9.99","8.21","8.26","5.6","283","647","1"
"127108","121","BELM","RIOJ","1311","11/10/2009 9:30 PM","11/18/2009 3:30 PM","2212","2210","340","56","470","82","12","20","3","2","7","5","1","82","130","26","156","14.18","5","1","6","13.67","25","125","150","14.2","2.44","2.37","11.71","906","647","1"
"135349","131","BELM","RIOJ","1009","1/4/2010 3:00 PM","1/11/2010 6:00 PM","2200","2212","713","137","843","161","12.5","22.5","1","1","6.42","4.5","1","80","130","24","154","14.29","4.5","1","5.5","14.55","23","125.5","148.5","14.28","0.43","0.41","12.46","5139","647","1"
"184153","118","BELM","RIOJ","1755","9/25/2012 10:00 PM","10/4/2012 5:00 PM","2231","2231","419.5","103.8","578","129","12.2","18.5","3","1","10","7.7","1.3","90","158.5","25.2","183.7","12.14","7.7","1.3","9","10","23.9","150.8","174.7","12.26","10.57","10.65","9","211","647","1"
"194465","131","BELM","RIOJ","1293","2/2/2013 3:30 PM","2/10/2013 7:00 AM","2295","2231","234","142.5","408","155","12.5","22.5","1","1","6.75","6.46","1","80","174","12.5","186.5","12.31","6.46","1","7.46","10.72","11.5","167.54","179.04","12.37","0.4","0.38","11.85","5799","647","1"
"197874","0L4J","BELM","RIOJ","305","5/2/2013 5:42 AM","5/9/2013 6:48 PM","2198","2231","287.5","48.5","500.6","60.9","13","28","0","1","5.5","6.7","0","67","213.1","12.4","225.5","9.75","6.7","0","6.7","10","12.4","206.4","218.8","9.74","0.43","0.42","12.18","5101","647","1"
"198273","146","BELM","RIOJ","183","5/9/2013 11:48 AM","5/16/2013 10:18 AM","2290","2231","992","33.4","1186","35","13","28","0","1","5.4","5.2","0","80","194","1.6","195.6","11.71","5.2","0","5.2","15.38","1.6","188.8","190.4","11.61","13.8","13.76","14.81","166","647","1"
"207116","134","BELM","RIOJ","1443","10/20/2013 1:30 PM","10/28/2013 6:45 PM","2240","2231","653.5","66.1","837","74","11.8","23","1","2","6.5","6.22","0.27","84","183.5","7.9","191.4","11.7","6.22","0.27","6.49","12.94","7.63","177.28","184.91","11.66","11.37","11.32","12.92","197","647","1"
