"ESPT_CD_ID","EMBA_CD_ID","PORT_CD_ID_ORIGEM","PORT_CD_ID_DESTINO","ESPT_TX_NUM_ESCALA","ESPT_DT_QTO_BOLETIM","ESPT_DT_QTP_BOLETIM","ESPT_NR_DIST_NAVEGADA","ESPT_NR_DIST_TABELADA","ESPT_NR_COMB_EXI_MFO","ESPT_NR_OLEO_PESADO","ESPT_NR_COMB_EXI_MDO_MGO","ESPT_NR_OLEO_DIESEL","ESPT_MD_VELOC_TP","ESPT_MD_CONS_FO","ESPT_MD_CONS_DO","ESPT_IN_CARGA_LASTRO","CEVG_NR_TEMPO","CEVG_NR_OLEO_PESADO","CEVG_NR_OLEO_DIESEL","CEVG_NR_DISTANCIA_NAV","CONSUMO_FO_VIAGEM","CONSUMO_DO_VIAGEM","CONSUMO_TOTAL","CONSUMO_MEDIO_VIAGEM","CONSUMO_FO_DCE","CONSUMO_DO_DCE","CONSUMO_TOTAL_DCE","CONSUMO_MEDIO_DCE","CONSUMO_DO_FCE","CONSUMO_FO_FCE","CONSUMO_TOTAL_FCE","CONSUMO_MEDIO_FCE","VELOC_MEDIA_VIAGEM","VELOC_MEDIA_FCE","VELOC_MEDIA_DCE","TEMPO_VIAGEM","VALOR_PORTO","VEREDITO"
"188276","7469","ARAT","SALV","601","11/12/2012 3:12 AM","11/12/2012 4:42 AM","12","12","1151","73.5","1151.8","73.5","12","31","0","2","1.5","0.8","0","12","0.8","0","0.8","15","0.8","0","0.8","15","0","0","0","0","12","0","8","1","201","1"
"171462","6810","ARAT","SUAP","793","11/2/2011 6:30 PM","11/4/2011 1:30 AM","394","394","405.5","66.9","450.5","66.9","14","37","0","2","1.5","2.5","0","14","45","0","45","8.76","2.5","0","2.5","5.6","0","42.5","42.5","8.94","0.28","0.27","9.33","1399","207","1"
"181939","0NFG","ARZE","STIA","187","9/6/2012 8:00 AM","9/22/2012 1:00 AM","4689","4599","1873.7","40.7","2709.7","41.1","10","35.8","0.4","2","4.5","9.5","0","52","836","0.4","836.4","5.61","9.5","0","9.5","5.47","0.4","826.5","826.9","5.61","1.87","1.85","11.56","2513","289","1"
"228251","17JX","BADO","FAZE","247","4/23/2015 11:00 AM","4/30/2015 9:30 AM","2150","2150","629.9","64.9","817","64.9","12.5","35.5","0","2","16","18.9","0","176","187.1","0","187.1","11.49","18.9","0","18.9","9.31","0","168.2","168.2","11.74","12.95","13.16","11","166","323","1"
"237108","17MJ","BADO","FAZE","465","3/3/2016 6:00 PM","3/9/2016 8:00 AM","2074","2071","724","146","922","151","13","30","1","2","11.41","17","1","170","198","5","203","10.22","17","1","18","9.44","4","181","185","10.29","0.47","0.43","14.9","4406","323","1"
"242904","0YLN","BADO","FLZA","691","9/30/2016 7:48 AM","10/3/2016 11:12 PM","1203","1208","297.08","56.01","","","14.5","18","1.25","2","87.4","49.49","4.93","1203","","","","","49.49","4.93","54.42","22.11","","","","","13.83","0","13.76","87","324","1"
"196487","7396","BADO","MAUS","795","4/7/2013 4:30 PM","4/17/2013 1:00 PM","2759","2759","558.3","52.3","845.9","52.3","13","32","0","2","79.9","103.8","0","864","287.6","0","287.6","9.59","103.8","0","103.8","8.32","0","183.8","183.8","10.31","11.69","12.14","10.81","236","326","1"
"215535","0F3V","BADO","MAUS","579","3/23/2014 2:00 PM","4/3/2014 10:30 PM","2814","2814","781.5","29.6","1040.6","35.2","11","20","0.5","2","74.38","99.1","1.53","722","259.1","5.6","264.7","10.63","99.1","1.53","100.63","7.17","4.07","160","164.07","12.75","10.35","10.59","9.71","272","326","1"
"213908","0U7H","BADO","PALR","429","2/6/2014 4:30 AM","2/10/2014 11:00 AM","1194","1196","379.85","48.49","414.85","53.09","13","13","1","2","15.7","5.67","0.83","183","35","4.6","39.6","30.15","5.67","0.83","6.5","28.15","3.77","29.33","33.1","30.54","0.41","0.35","11.66","2934","327","1"
"214717","0U7H","BADO","PALR","439","2/27/2014 2:42 AM","3/3/2014 12:00 PM","1194","1194","326.19","47.36","366.5","51.91","13","13","1","2","16.2","8.77","1.75","183","40.31","4.55","44.86","26.62","8.77","1.75","10.52","17.4","2.8","31.54","34.34","29.44","11.37","11.39","11.3","105","327","1"
"214924","0U7H","BADO","PALR","443","3/10/2014 5:42 AM","3/14/2014 11:48 AM","1194","1194","249.03","36.31","286.84","40.65","13","13","1","2","16.6","8.99","1.79","181","37.81","4.34","42.15","28.33","8.99","1.79","10.78","16.79","2.55","28.82","31.37","32.29","11.71","11.86","10.9","102","327","1"
"215384","08J6","BADO","PALR","55","3/16/2014 5:18 PM","3/20/2014 11:18 AM","1178","1180","347.65","83.7","384.92","88.03","13","13.8","1","2","16.7","6.2","1.47","177","37.27","4.33","41.6","28.32","6.2","1.47","7.67","23.08","2.86","31.07","33.93","29.5","13.09","13.66","10.6","90","327","1"
"215638","0U7H","BADO","PALR","449","3/20/2014 7:00 PM","3/25/2014 11:30 AM","1194","1194","387.35","64.86","430.61","69.84","13","13","1","2","15.7","8.5","1.7","183","43.26","4.98","48.24","24.75","8.5","1.7","10.2","17.94","3.28","34.76","38.04","26.58","10.66","10.5","11.66","112","327","1"
"216266","0U7H","BADO","PALR","455","4/13/2014 7:12 AM","4/17/2014 12:12 PM","1194","1196","300.83","40.61","343.9","45.43","13","13","1","2","16.6","6.04","1.1","181","43.07","4.82","47.89","24.93","6.04","1.1","7.14","25.35","3.72","37.03","40.75","24.86","11.82","12","10.9","101","327","1"
"217191","0U7H","BADO","PALR","465","5/5/2014 3:24 PM","5/9/2014 12:06 PM","1195","1197","324.74","17.41","363.28","21.59","13","13","1","2","15.4","5.44","0.95","182","38.54","4.18","42.72","27.97","5.44","0.95","6.39","28.48","3.23","33.1","36.33","27.88","0.41","0.35","11.82","2948","327","1"
"217503","08J6","BADO","PALR","71","5/12/2014 12:12 PM","5/16/2014 11:48 AM","1180","1200","359.25","80.59","398.85","85.33","13","13.8","1","2","15.9","6.25","1.35","175","39.6","4.74","44.34","26.61","6.25","1.35","7.6","23.03","3.39","33.35","36.74","27.35","12.42","12.71","11.01","95","327","1"
"217781","0U7H","BADO","PALR","471","5/18/2014 7:18 PM","5/23/2014 1:06 PM","1194","1197","402.21","62.5","440.93","67.84","13","13","1","2","16.9","5.24","1.11","181","38.72","5.34","44.06","27.1","5.24","1.11","6.35","28.5","4.23","33.48","37.71","26.86","10.57","10.54","10.71","113","327","1"
"218186","0U7H","BADO","PALR","475","6/1/2014 4:42 PM","6/6/2014 12:54 PM","1194","1197","323.22","46.86","365.9","52.39","13","13","1","2","15.9","5.15","1.02","181","42.68","5.53","48.21","24.77","5.15","1.02","6.17","29.34","4.51","37.53","42.04","24.1","0.33","0.28","11.38","3620","327","1"
"218425","08J6","BADO","PALR","81","6/7/2014 4:24 AM","6/11/2014 12:48 PM","1181","1200","238.61","49.12","276.77","54.27","13","13.8","1","2","15.6","4.93","1.31","175","38.16","5.15","43.31","27.27","4.93","1.31","6.24","28.04","3.84","33.23","37.07","27.14","0.4","0.34","11.22","2960","327","1"
"218560","0U7H","BADO","PALR","479","6/12/2014 5:42 PM","6/17/2014 12:48 PM","1194","1196","244.87","34.02","284.78","39.4","13","13","1","2","16.1","5.81","1.06","183","39.91","5.38","45.29","26.36","5.81","1.06","6.87","26.64","4.32","34.1","38.42","26.31","10.38","10.22","11.37","115","327","1"
"219186","8798","BADO","PALR","615","7/6/2014 10:00 AM","7/10/2014 12:24 PM","1007","1007","300.06","76.47","347.99","81.05","13","14","1.2","2","21.4","6.86","1.18","176","47.93","4.58","52.51","19.18","6.86","1.18","8.04","21.89","3.4","41.07","44.47","18.69","0.34","0.29","8.22","2930","327","1"
"219823","0U7H","BADO","PALR","495","7/23/2014 11:30 PM","7/28/2014 12:18 PM","1196","1198","303.46","38.01","351.05","43.47","13","13","1","2","15.7","8.5","1.7","181","47.59","5.46","53.05","22.54","8.5","1.7","10.2","17.75","3.76","39.09","42.85","23.69","11.07","11","11.53","108","327","1"
"220165","0U7H","BADO","PALR","501","8/4/2014 5:48 PM","8/9/2014 12:36 PM","1194","1197","411.92","69.35","454.26","75.04","13","13","1","2","16.9","9.15","1.82","183","42.34","5.69","48.03","24.86","9.15","1.82","10.97","16.68","3.87","33.19","37.06","27.28","0.33","0.28","10.83","3666","327","1"
"220322","8798","BADO","PALR","629","8/10/2014 6:54 AM","8/14/2014 12:48 PM","1007","1007","262.34","64.84","309.29","69.74","13","14","1.2","2","22.3","5.76","1.5","180","46.95","4.9","51.85","19.42","5.76","1.5","7.26","24.79","3.4","41.19","44.59","18.55","9.97","10.51","8.07","101","327","1"
"220957","08J6","BADO","PALR","103","9/1/2014 2:48 AM","9/5/2014 12:06 PM","1179","1188","245.97","47.02","283.86","51.49","13","13.8","1","2","16.1","6.5","1","174","37.89","4.47","42.36","27.83","6.5","1","7.5","23.2","3.47","31.39","34.86","28.83","0.41","0.35","10.81","2889","327","1"
"221106","0U7H","BADO","PALR","509","9/6/2014 2:30 PM","9/11/2014 12:30 PM","1195","1197","304.96","33.39","343.5","39.3","13","13","1","2","16.3","8.82","1.76","185","38.54","5.91","44.45","26.88","8.82","1.76","10.58","17.49","4.15","29.72","33.87","29.82","0.33","0.28","11.35","3670","327","1"
"221482","0U7H","BADO","PALR","513","9/18/2014 2:30 AM","9/22/2014 11:48 AM","1194","1197","217.79","21.25","260.06","26.46","13","13","1","2","16.5","8.94","1.79","181","42.27","5.21","47.48","25.15","8.94","1.79","10.73","16.87","3.42","33.33","36.75","27.56","11.37","11.45","10.97","105","327","1"
"227374","0U7H","BADO","PALR","579","3/20/2015 6:00 PM","3/25/2015 11:48 AM","1193","1197","229.1","45.25","281.8","50.95","13","13","1","2","18.1","9.66","1.44","180","52.7","5.7","58.4","20.43","9.66","1.44","11.1","16.22","4.26","43.04","47.3","21.42","10.56","10.67","9.94","113","327","1"
"274495","25R5","BADO","PALR","27","12/29/2018 10:40 AM","1/2/2019 11:15 AM","1233","1197","231","27","278","28","13","14","3","2","15.84","8.58","0.66","175","47","1","48","25.69","8.58","0.66","9.24","18.94","0.34","38.42","38.76","27.3","1.51","1.32","11.05","816","327","1"
"275160","25R5","BADO","PALR","35","1/22/2019 8:00 AM","1/26/2019 11:00 AM","1233","1197","194","16","225","20","13","14","3","2","19.44","10.53","0.81","175","31","4","35","35.23","10.53","0.81","11.34","15.43","3.19","20.47","23.66","44.72","12.45","13.3","9","99","327","1"
"276064","25R5","BADO","PALR","47","2/17/2019 12:30 PM","2/21/2019 12:30 PM","1233","1197","111","39","152","40","13","14","3","2","18.5","10.02","0","159","41","1","42","29.36","10.02","0","10.02","15.87","1","30.98","31.98","33.58","12.84","13.86","8.59","96","327","1"
"277053","25R5","BADO","PALR","57","3/20/2019 1:45 AM","3/24/2019 12:30 PM","1233","1197","109","26","160","28","13","14","3","2","17.2","10.09","0","175","51","2","53","23.26","10.09","0","10.09","17.34","2","40.91","42.91","24.66","11.63","11.91","10.17","106","327","1"
"277736","25R5","BADO","PALR","63","4/3/2019 7:00 AM","4/7/2019 12:00 PM","1233","1197","167","19","211","21","13","14","3","2","17.49","10.2","0","159","44","2","46","26.8","10.2","0","10.2","15.59","2","33.8","35.8","30","0.42","0.37","9.09","2933","327","1"
"287972","08CK","BADO","PALR","367","9/16/2019 11:35 PM","9/21/2019 12:10 PM","1211","1099","135.99","22.35","191.81","24.09","13.5","16.7","1.5","2","16","7.02","0.02","173","55.82","1.74","57.56","21.04","7.02","0.02","7.04","24.57","1.72","48.8","50.52","20.55","11.21","11.28","10.81","108","327","1"
"290519","25R5","BADO","PALR","157","11/9/2019 9:00 AM","11/13/2019 11:30 AM","1223","1099","75","25","114","25","13","14","3","2","17.98","10.48","0","176","39","0","39","31.36","10.48","0","10.48","16.79","0","28.52","28.52","36.71","0.81","0.7","9.79","1514","327","1"
"291012","25R5","BADO","PALR","163","11/21/2019 6:00 PM","11/26/2019 11:30 AM","1131","1099","166","18","221","19","13","14","3","2","18.17","10.17","0","180","55","1","56","20.2","10.17","0","10.17","17.7","1","44.83","45.83","20.75","10.01","10.03","9.91","113","327","1"
"239431","0YLN","BADO","PGUA","643","5/21/2016 8:36 AM","5/23/2016 5:00 AM","604","637","214.36","44.95","238.41","47.17","13","13","1.25","2","43.4","24.05","2.22","604","24.05","2.22","26.27","22.99","24.05","2.22","26.27","22.99","0","0","0","0","13.73","0","13.92","44","328","1"
"239851","0YLN","BADO","PGUA","647","5/30/2016 11:36 AM","6/1/2016 7:06 AM","605","637","411.51","109.67","434.95","111.79","14.5","18","1.25","2","43.5","23.45","2.12","605","23.44","2.12","25.56","23.67","23.45","2.12","25.57","23.66","0","-0.01","-0.01","0","14.07","0","13.91","43","328","1"
"238867","0YLN","BADO","RIOJ","635","5/3/2016 8:30 AM","5/4/2016 7:36 AM","295","281","278.92","83.16","291.46","84.31","13","13","1.25","2","22.1","12.54","1.15","295","12.54","1.15","13.69","21.55","12.54","1.15","13.69","21.55","0","0","0","0","0.4","0","13.35","743","329","1"
"240507","0YLN","BADO","RIOJ","655","6/21/2016 7:36 AM","6/22/2016 7:00 AM","299","281","345.46","72.01","","","13","13","1.25","2","23.4","12.64","1.19","299","","","","","12.64","1.19","13.83","21.62","","","","","13","0","12.78","23","329","1"
"240588","0YLN","BADO","RIOJ","659","6/29/2016 7:12 PM","6/30/2016 4:42 PM","306","281","460.08","136.83","","","14.5","18","1.25","2","22.4","11.84","1.2","306","","","","","11.84","1.2","13.04","23.47","","","","","14.57","0","13.66","21","329","1"
"242339","0YLN","BADO","SALV","681","9/3/2016 6:00 AM","9/4/2016 3:42 PM","449","494","167.88","104.05","","","14.5","18","1.25","2","33.7","18.53","1.68","449","","","","","18.53","1.68","20.21","22.22","","","","","0.6","0","13.32","753","330","1"
"242500","0YLN","BADO","SALV","685","9/11/2016 1:42 PM","9/12/2016 11:00 PM","450","494","430.14","89.64","","","14.5","18","1.25","2","33.3","18.04","1.8","450","","","","","18.04","1.8","19.84","22.68","","","","","0.62","0","13.51","729","330","1"
"242417","10QA","BAGA","SNOS","479","9/20/2016 10:12 PM","9/24/2016 6:12 AM","1255","1289","615.8","22.95","748.88","22.95","15.65","38.5","0.25","2","2","2.7","0","33","133.08","0","133.08","9.43","2.7","0","2.7","12.22","0","130.38","130.38","9.37","15.69","15.67","16.5","80","341","1"
"243237","10QA","BAGA","SNOS","483","10/10/2016 1:30 AM","10/13/2016 10:06 AM","1262","1289","1064.52","82.94","1202.09","82.94","15.65","38.5","0.25","2","2","2.65","0","26","137.57","0","137.57","9.17","2.65","0","2.65","9.81","0","134.92","134.92","9.16","15.78","15.85","13","80","341","1"
"279473","1HZQ","BAGA","STIA","585","5/20/2019 10:06 PM","5/25/2019 12:06 AM","1354","1327","703","106","830","110","13","30","1","2","2.23","2","0","54","127","4","131","10.34","2","0","2","27","4","125","129","10.08","13.82","13.57","24.22","98","343","1"
"140050","6810","BAIR","BBLA","589","3/25/2010 12:00 AM","3/26/2010 8:36 PM","621","621","755.5","35.9","820.5","36","14.5","37","0","1","11.2","15.6","0","130","65","0.1","65.1","9.54","15.6","0","15.6","8.33","0.1","49.4","49.5","9.92","14.11","14.97","11.61","44","357","1"
"120428","6276","BAIR","CAMP","765","9/25/2009 12:50 PM","9/28/2009 5:00 AM","68","68","681.7","102.9","738.9","102.9","15","51","0","2","6.33","16","0","68","57.2","0","57.2","1.19","16","0","16","4.25","0","41.2","41.2","0","1.06","0","10.74","64","358","1"
"136008","126","BAIR","PGUA","1315","1/3/2010 12:55 AM","1/5/2010 4:15 PM","858","858","719","39","769.16","51.21","12","19","3.5","1","11.7","10.23","1.46","96","50.16","12.21","62.37","13.76","10.23","1.46","11.69","8.21","10.75","39.93","50.68","15.04","0.58","0.52","8.21","1479","368","1"
"226695","104","BAIR","RIOJ","1999","2/24/2015 1:40 AM","2/28/2015 2:30 AM","1176","1165","103","27","169","43","11.3","15","3.8","1","12","8.3","2.2","140","66","16","82","14.34","8.3","2.2","10.5","13.33","13.8","57.7","71.5","14.49","12.25","12.33","11.67","96","370","1"
"141777","6148","BAIR","RNDE","861","5/4/2010 9:45 AM","5/6/2010 2:00 AM","584","584","920.8","144.4","990.9","144.4","15","45","0","1","9.25","13.9","0","112","70.1","0","70.1","8.33","13.9","0","13.9","8.06","0","56.2","56.2","8.4","0.4","0.33","12.11","1456","371","1"
"168424","129","BAIR","RNDE","1213","10/11/2011 1:40 AM","10/13/2011 2:15 AM","610","433","581","156","593","175","12.5","22.5","4","1","10","9.58","1.66","126","12","19","31","19.68","9.58","1.66","11.24","11.21","17.34","2.42","19.76","24.49","12.71","12.74","12.6","48","371","1"
"143948","6148","BAIR","SALV","873","6/12/2010 9:00 AM","6/17/2010 9:30 PM","1846","1846","435.6","121.9","685.8","121.9","15","45","0","1","9.5","12.9","0","112","250.2","0","250.2","7.38","12.9","0","12.9","8.68","0","237.3","237.3","7.31","13.98","14.16","11.79","132","372","1"
"144588","6806","BAIR","SALV","87","6/15/2010 8:00 AM","6/21/2010 5:30 AM","1834","1834","659.4","91.5","812.7","91.5","13","26","0","1","9.5","10.3","0","107","153.3","0","153.3","11.96","10.3","0","10.3","10.39","0","143","143","12.08","13.01","13.13","11.26","141","372","1"
"147788","6806","BAIR","SALV","91","7/11/2010 6:00 AM","7/17/2010 2:30 AM","1860","1860","541.3","98.3","691.8","98.3","13","26","0","1","8.5","9.2","0","104","150.5","0","150.5","12.36","9.2","0","9.2","11.3","0","141.3","141.3","12.43","13.29","13.35","12.24","140","372","1"
"148185","6148","BAIR","SALV","879","7/19/2010 8:15 AM","7/24/2010 5:00 PM","1846","1846","768.4","100.3","1005.5","100.3","15","45","0","1","8.75","8.1","0","112","237.1","0","237.1","7.79","8.1","0","8.1","13.83","0","229","229","7.57","14.42","14.54","12.8","128","372","1"
"163387","6386","BAIR","SALV","331","4/26/2011 11:00 PM","5/3/2011 6:00 AM","1838","1838","899.5","93","1064","93","13","26","0","1","8","8.6","0","103","164.5","0","164.5","11.17","8.6","0","8.6","11.98","0","155.9","155.9","11.13","12.17","12.13","12.88","151","372","1"
"107089","7656","BAIR","SLOR","337","3/17/2009 4:40 AM","3/18/2009 6:00 AM","255","255","404.5","52.7","432.7","52.7","13","34","0","2","25.33","28.2","0","255","28.2","0","28.2","9.04","28.2","0","28.2","9.04","0","0","0","0","10.2","0","10.07","25","374","1"
"147938","134","BAIR","SLOR","1121","7/22/2010 1:00 AM","7/22/2010 3:00 AM","245","238","985","71","1008","74","12.2","22.5","1","1","26","23","3","245","23","3","26","9.42","23","3","26","9.42","0","0","0","0","122.5","0","9.42","2","374","1"
"169981","4098","BAIR","SLOR","57","9/26/2011 1:18 PM","9/27/2011 3:00 PM","230","205","587.12","75.2","614.67","75.2","14","36.5","0.2","2","21","25.63","0","230","27.55","0","27.55","8.35","25.63","0","25.63","8.97","0","1.92","1.92","0","9.2","0","10.95","25","374","1"
"118263","6276","BAIR","SNOS","761","8/21/2009 12:30 PM","8/24/2009 3:00 AM","893","893","691.5","116.5","808.5","116.5","15","45","0","1","10.25","19.5","0","130","117","0","117","7.63","19.5","0","19.5","6.67","0","97.5","97.5","7.83","14.4","14.74","12.68","62","375","1"
"142695","6148","BAIR","SNOS","869","5/26/2010 4:30 PM","5/29/2010 4:30 PM","985","985","927","131","1058.8","131","15","45","0","1","10.5","10.6","0","112","131.8","0","131.8","7.47","10.6","0","10.6","10.57","0","121.2","121.2","7.2","13.68","14.2","10.67","72","375","1"
"149081","6148","BAIR","SNOS","885","8/16/2010 12:00 AM","8/18/2010 10:00 PM","990","990","895","88.1","1027","88.1","15","45","0","1","9","13.6","0","112","132","0","132","7.5","13.6","0","13.6","8.24","0","118.4","118.4","7.42","14.14","14.39","12.44","70","375","1"
"165000","6386","BAIR","SNOS","335","5/18/2011 4:00 AM","5/21/2011 1:30 PM","988","988","1191.7","138","1280.5","138","13","26","0","1","10","11","0","103","88.8","0","88.8","11.13","11","0","11","9.36","0","77.8","77.8","11.38","12.2","12.46","10.3","81","375","1"
"166227","6806","BAIR","SNOS","165","6/27/2011 8:00 AM","6/30/2011 12:30 PM","980","980","444.9","74.7","525.8","79","13","26","0","1","10","10.6","0","99","80.9","4.3","85.2","11.5","10.6","0","10.6","9.34","4.3","70.3","74.6","11.81","12.89","13.35","9.9","76","375","1"
"166629","134","BAIR","SNOS","1205","7/6/2011 4:00 PM","7/11/2011 11:00 AM","1495","976","437","21","553","30","11.8","23","1","2","11","10.6","0.5","135","116","9","125","11.96","10.6","0.5","11.1","12.16","8.5","105.4","113.9","11.94","0.41","0.37","12.27","3667","375","1"
"176995","6148","BAIR","SNOS","1029","4/28/2012 11:30 AM","5/1/2012 3:00 PM","974","974","1128","164","1210","164","13","28","0","1","9.5","10.5","0","110","82","0","82","11.88","10.5","0","10.5","10.48","0","71.5","71.5","12.08","12.99","13.19","11.58","75","375","1"
"204292","6536","BAIR","SNOS","1177","8/23/2013 4:20 AM","8/26/2013 11:00 AM","1006","1006","383.9","19","470.5","19","13","26","0","1","10.67","12.9","0","118","86.6","0","86.6","11.62","12.9","0","12.9","9.15","0","73.7","73.7","12.05","12.9","13.19","11.06","78","375","1"
"248324","6826","BAIR","SNOS","1357","3/29/2017 11:00 PM","4/2/2017 9:00 AM","1025","1025","1181.4","54.1","1268.9","59.1","12.5","26","0","1","8.5","9.1","0","103","87.5","5","92.5","11.08","9.1","0","9.1","11.32","5","78.4","83.4","11.06","12.5","12.54","12.12","82","375","1"
"234216","139","BAIR","STIA","1507","11/17/2015 11:35 AM","11/22/2015 5:00 AM","1041","1036","204","32","270","43","12.3","22.5","0.5","1","32.74","17.2","0","51","66","11","77","13.52","17.2","0","17.2","2.97","11","48.8","59.8","16.56","9.21","12.33","1.56","113","376","1"
"150131","115","BAIR","ZALF","1271","9/17/2010 8:30 PM","9/18/2010 5:15 AM","102","124","143","33.5","148","35","13.5","14.5","2.5","1","7.75","4.36","0.81","102","5","1.5","6.5","15.69","4.36","0.81","5.17","19.73","0.69","0.64","1.33","0","12.75","0","13.16","8","379","1"
"142596","118","BAIR","ZOCO","1445","5/21/2010 11:30 AM","5/21/2010 1:40 PM","31","31","29","49.7","30","50","12.2","18.5","3","1","2.17","1","0.3","31","1","0.3","1.3","23.85","1","0.3","1.3","23.85","0","0","0","0","15.5","0","14.29","2","381","1"
"153084","121","BAIR","ZOCO","1429","11/24/2010 3:00 AM","11/24/2010 5:30 AM","31","31","34","54","35","55","12.2","18.5","3","1","2.5","1.5","0.31","31","1","1","2","15.5","1.5","0.31","1.81","17.13","0.69","-0.5","0.19","0","15.5","0","12.4","2","381","1"
"225721","138","BAIR","ZOCO","1485","1/19/2015 1:30 PM","1/19/2015 5:30 PM","29","30","134","31","137","31","12.3","22.5","0.5","1","1.5","2.05","0","16","3","0","3","9.67","2.05","0","2.05","7.8","0","0.95","0.95","13.68","7.25","5.2","10.67","4","381","1"
"201902","104","BASA","PGUA","1901","7/14/2013 12:30 AM","7/15/2013 11:30 AM","400","400","247","37","260","42","11.3","15","3.8","1","5.25","0.83","3.72","20","13","5","18","22.22","0.83","3.72","4.55","4.4","1.28","12.17","13.45","28.25","11.43","12.77","3.81","35","416","1"
"131289","5895","BASH","ZHOU","171","12/3/2009 10:00 PM","12/23/2009 10:30 PM","5677","5677","1943.7","68.5","3361.5","71","13","73.5","0","2","35","61.8","0","310","1417.8","2.5","1420.3","4","61.8","0","61.8","5.02","2.5","1356","1358.5","3.95","0.83","0.79","8.86","6864","424","1"
"142196","6806","BBLA","BAIR","85","6/8/2010 4:30 PM","6/10/2010 1:30 PM","592","592","880.1","109.1","950.5","109.1","13","32","0","2","9.5","10","0","104","70.4","0","70.4","8.41","10","0","10","10.4","0","60.4","60.4","8.08","0.41","0.34","10.95","1461","504","1"
"147129","6276","BBLA","BAIR","873","7/22/2010 5:30 AM","7/24/2010 5:40 AM","599","599","621.6","90.5","700.6","90.5","13","32","0","2","9.67","9.6","0","110","79","0","79","7.58","9.6","0","9.6","11.46","0","69.4","69.4","7.05","12.48","12.76","11.38","48","504","1"
"147930","6806","BBLA","BAIR","97","8/7/2010 3:30 PM","8/9/2010 12:00 PM","592","592","622.5","130.1","693.7","130.1","13","32","0","2","8","10.7","0","104","71.2","0","71.2","8.31","10.7","0","10.7","9.72","0","60.5","60.5","8.07","0.4","0.33","13","1484","504","1"
"159541","6806","BBLA","BAIR","115","3/6/2011 10:00 PM","3/8/2011 2:15 PM","592","592","650.6","111.1","729.4","111.1","13","32","0","2","8.75","10.5","0","104","78.8","0","78.8","7.51","10.5","0","10.5","9.9","0","68.3","68.3","7.14","0.41","0.34","11.89","1456","504","1"
"165023","6386","BBLA","BAIR","341","6/12/2011 6:00 AM","6/14/2011 4:00 AM","583","583","1258.4","153.6","1338.5","153.6","13","32","0","2","9.5","12.7","0","103","80.1","0","80.1","7.28","12.7","0","12.7","8.11","0","67.4","67.4","7.12","12.67","13.15","10.84","46","504","1"
"166014","6806","BBLA","BAIR","163","6/18/2011 10:30 AM","6/20/2011 9:00 AM","585","585","613.9","105.7","701.3","105.7","13","32","0","2","9.2","12.1","0","99","87.4","0","87.4","6.69","12.1","0","12.1","8.18","0","75.3","75.3","6.45","12.72","13.21","10.76","46","504","1"
"145299","6536","BBLA","CAMP","893","6/17/2010 3:00 PM","6/19/2010 6:30 PM","665","665","1031.3","140","1108","140","13","32","0","2","14.5","20","0","177","76.7","0","76.7","8.67","20","0","20","8.85","0","56.7","56.7","8.61","13.04","13.37","12.21","51","509","1"
"203642","6536","BBLA","CAMP","1173","8/15/2013 5:30 PM","8/18/2013 1:30 AM","660","660","553.6","85","647","85","13","32","0","2","17.25","25.85","0","172","93.4","0","93.4","7.07","25.85","0","25.85","6.65","0","67.55","67.55","7.22","11.79","12.59","9.97","56","509","1"
"131150","2499","BBLA","MANZ","151","12/31/2009 9:30 PM","1/17/2010 1:00 AM","5792","5748","591.3","80.4","1452.5","81","16","54.6","0.16","2","23.5","49.5","0","332","861.2","0.6","861.8","6.72","49.5","0","49.5","6.71","0.6","811.7","812.3","6.72","14.97","15.02","14.13","387","525","1"
"227366","10QA","BBLA","PGUA","363","3/26/2015 3:00 AM","3/29/2015 10:00 AM","1154","1188","1240.83","43.1","1381.78","43.9","15.35","44.08","0.26","2","2.06","3.2","0","22","140.95","0.8","141.75","8.14","3.2","0","3.2","6.88","0.8","137.75","138.55","8.17","14.61","14.71","10.68","79","537","1"
"259973","10QA","BBLA","PGUA","581","11/5/2017 8:00 PM","11/9/2017 3:30 AM","1150","1188","471.95","70.08","616.5","70.08","13","26.5","0.25","1","3","5.2","0","27","144.55","0","144.55","7.96","5.2","0","5.2","5.19","0","139.35","139.35","8.06","0.39","0.38","9","2935","537","1"
"108613","962","BBLA","QUET","83","3/29/2009 2:24 AM","4/13/2009 12:00 PM","5269","5280","811.3","119.7","1525.5","122","16","54.6","0.16","2","18.48","37.2","0","266","714.2","2.3","716.5","7.35","37.2","0","37.2","7.15","2.3","677","679.3","7.36","14.28","14.27","14.39","369","539","1"
"152870","2601","BBLA","QUIT","433","11/19/2010 9:30 AM","11/26/2010 8:24 AM","2444","2400","290.6","66","536.9","66","15.6","43","0.25","2","41.5","0","0","587","246.3","0","246.3","9.92","0","0","0","","0","246.3","246.3","7.54","14.72","14.92","14.14","166","541","1"
"177394","10QA","BBLA","RNDE","109","4/30/2012 5:45 PM","5/3/2012 2:45 AM","722","711","1287.9","78.1","1359.8","78.1","12.25","29.72","0.26","2","1.5","2.7","0","26","71.9","0","71.9","10.04","2.7","0","2.7","9.63","0","69.2","69.2","10.06","12.67","12.54","17.33","57","544","1"
