"ID_ANALISE","COND_ESPECIAL","ORIGEM_PORTO","DESTINO_PORTO","DISTANCIA_AREA_RESTRITA_HISTORICO","TEMPO_AREA_RESTRITA_HISTORICO","CONSUMO_AREA_RESTRITA_HISTORICO","VEREDITO_DISTANCIA","VEREDITO_DURACAO","VEREDITO_CONSUMO","VEREDITO_CONDICAO_ESPECIAL","DISTANCIA_AREA_RESTRITA","TEMPO_AREA_RESTRITA","CONSUMO_AREA_RESTRITA","CARGA_LASTRO","NAVIO","DISTANCIA_PORCENTAGEM","TEMPO_PORCENTAGEM","CONSUMO_PORCENTAGEM"
"10068","288458","HOUS","SAOL","133.25","11.6675","13.922501","0","0","0","0","288","24.6","29","C","29R0","116.13507","110.84209","108.29591"
"10069","288459","LDEN","HOUS","488","38.7","45.7","1","1","1","1","488","38.7","45.7","L","29R0","0","0","0"
"10070","288518","SUAP","MAUS","752.0789","71.846054","80.90395","1","0","0","0","899","86.8","64.4","C","0RRF","19.535328","20.813883","-20.399439"
"10071","288556","P-47","P-38","2","0.1","3","1","1","1","1","2","0.1","3","C","18M7","0","0","0"
"10072","288568","SAOL","FAZE","282.1111","23.616667","25.356667","0","0","0","0","157","17.8","16.9","C","17HL","-44.348167","-24.629503","-33.35086"
"10073","288570","ITAC","SAOL","814.64703","53.63176","51.88353","1","1","1","1","770","45","59","L","1HZQ","-5.48054","-16.094494","13.716245"
"10074","288600","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1124","72.1","36.4","C","1YJC","-2.8607726","2.5701404","-5.8736563"
"10075","288617","BELM","MAUS","852.3582","69.99224","37.181194","0","1","0","0","600","60","22","L","20Y4","-29.607063","-14.276213","-40.830303"
"10076","288666","RIOJ","SING","140.14285","13.435715","18.484285","0","0","0","0","195","19","29.960001","C","22TQ","39.14374","41.414143","62.083626"
"10077","288743","COAR","CODA","72.5","4.05625","2.12875","1","0","0","0","77","5.4","1.67","C","28VV","6.206894","33.12789","-21.550209"
"10078","288744","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","236","23.7","9.76","L","28VV","0.29057264","1.2735963","-34.41176"
"10079","288754","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","200","20","10","L","20Y4","-15.007991","-14.537054","-32.798935"
"10080","288759","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","615","62.5","85","C","17MJ","86.75393","119.20808","197.1992"
"10081","288767","CODA","BELM","1002","61.62857","35.27429","0","1","0","0","1225","73.5","55.32","C","1YIH","22.255493","19.262863","56.828106"
"10082","285235","BELM","MAUS","852.3582","69.99224","37.181194","1","1","0","0","944","76.6","52.64","L","1YIH","10.751557","9.440697","41.576946"
"10083","285300","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","76","39.5","L","1YJC","3.8295865","8.583462","6.2365055"
"10084","285301","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","221","19.9","11.05","L","1YJC","-6.083828","-14.964372","-25.742823"
"10085","285413","MAUS","CODA","150.25","12.8125","8.1925","1","1","1","1","156","13.4","9.74","L","1YIH","3.826952","4.5853615","18.889225"
"10086","285476","SAOL","FAZE","282.1111","23.616667","25.356667","0","0","0","0","157","17","13.6","C","17HL","-44.348167","-28.016937","-46.36519"
"10087","285479","SALV","SAOL","48.833332","4.1941667","4.025","0","0","0","0","17","1.6","1.7","C","17HL","-65.18771","-61.851776","-57.763977"
"10088","285486","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","232","22.25","8.48","L","25R5","-1.4092684","-4.9224734","-43.0135"
"10089","285487","COAR","CODA","72.5","4.05625","2.12875","1","1","1","1","71","3.75","2.36","C","25R5","-2.0689666","-7.5500784","10.863173"
"10090","285488","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","275","26","36.6","C","5933","41.226814","51.44161","87.19629"
"10091","285489","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","720","72","104","C","5933","149.68694","171.11981","251.03015"
"10092","285533","SAOL","BELM","83.97","6.7306004","7.3609986","0","0","0","0","63","4.7","3.95","C","23HS","-24.973207","-30.169678","-46.338802"
"10093","285578","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","105","6.5","5.6","C","22I8","1.655221","9.109616","-24.78118"
"10094","285613","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1099","69.9","27.88","C","1YLJ","-5.0213394","-0.55959225","-27.905434"
"10095","285634","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","109","11","10","C","22I8","5.8054805","19.928719","-6.548768"
"10096","285681","BADO","PALR","174","16.844194","8.7329035","0","0","0","0","233","22","3","C","1WPJ","33.908047","30.608797","-65.64716"
"10097","285731","CODA","COAR","120","11.405001","4.625","0","0","1","0","79","6.8","4.73","L","1YIH","-34.166664","-40.377026","2.2702694"
"10098","285846","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","104","6.47","7.08","C","0W5S","0.68707466","8.606029","-4.9019156"
"10099","285848","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","105","7","5.9","C","22I8","1.655221","17.502666","-20.751595"
"10100","286003","SUAP","HOUS","208.8","17.6","22.399998","0","1","0","0","298","19.2","32.2","L","1M9E","42.720306","9.090912","43.750023"
"10101","286004","RNDE","PALR","158.93814","17.095259","8.127424","1","1","1","1","155","14.07","8.09","C","08CK","-2.477783","-17.696482","-0.46046972"
"10102","286006","PALR","RNDE","156.90805","15.968277","7.6451726","1","1","0","0","144","13.25","5.75","L","08CK","-8.226508","-17.022985","-24.789143"
"10103","286017","SUAP","MAUS","752.0789","71.846054","80.90395","1","0","1","0","902","96","72.3","C","0RRF","19.934225","33.619034","-10.634774"
"10104","286034","SAOL","FAZE","282.1111","23.616667","25.356667","1","1","1","1","276","26","26.9","C","1LPY","-2.1662056","10.091745","6.0864925"
"10105","286035","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","104","10","9.900001","C","1LPY","0.9520173","9.026098","-7.4832735"
"10106","286039","CODA","MAUS","160.66667","11.25","12.666667","1","0","0","0","155","8","6.43","C","25R5","-3.5269737","-28.888887","-49.236847"
"10107","286040","RIOJ","PALR","173.075","18.513748","11.301999","1","1","0","0","155","16.9","8.42","C","1VZ2","-10.443449","-8.716488","-25.499905"
"10108","286094","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","106","9.7","10.1","C","09XB","2.893412","5.755317","-5.614251"
"10109","286095","ITAC","SAOL","814.64703","53.63176","51.88353","0","0","0","0","602","36.6","31.11","L","09XB","-26.102966","-31.756855","-40.038776"
"10110","286096","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","602","63","60.3","C","09XB","82.80629","120.96174","110.8366"
"10111","286097","SAOL","FAZE","282.1111","23.616667","25.356667","1","0","0","0","303","35.1","30.7","C","09XB","7.4044943","48.623848","21.072697"
"10112","286107","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","875","78.8","32.2","L","1YLJ","2.6563644","12.583912","-13.397079"
"10113","286108","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","237","21.7","9.23","L","1YLJ","0.7155299","-7.272702","-37.973423"
"10114","286155","BELM","SUAP","77.78571","6.444286","6.313571","0","0","0","0","57","3.9","4.55","L","23HS","-26.721764","-39.48127","-27.933014"
"10115","286177","PALR","RIOJ","173.92308","17.90077","11.810384","1","1","1","1","175","20","13","L","1WPJ","0.6191969","11.7270355","10.072624"
"10116","286183","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","733","78.7","81","C","17HL","154.19516","196.349","173.39847"
"10117","286194","SING","VADI","226","16","25.63","1","1","1","1","226","16","25.63","L","6386","0","0","0"
"10118","286196","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","105","9.5","14","C","17MJ","1.9227147","3.5748005","30.83173"
"10119","286218","BELM","MAUS","852.3582","69.99224","37.181194","0","0","0","0","200","31","21.95","L","20Y4","-76.53569","-55.709373","-40.964775"
"10120","286219","MAUS","COAR","236.76471","23.310589","14.2658825","1","1","1","1","230","21.75","12","C","20Y4","-2.8571427","-6.694764","-15.883225"
"10121","286317","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","108","6.7","7.5","C","17HL","4.559648","12.466836","0.7395029"
"10122","286397","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1124","67.3","36.3","C","1YJC","-2.8607726","-4.258376","-6.132251"
"10123","286436","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","734","73.7","78.5","C","17MT","154.54195","177.52122","164.96027"
"10124","286438","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","600","63.2","80.17","C","0W5S","82.19895","121.66319","180.3113"
"10125","286439","ITAC","SAOL","814.64703","53.63176","51.88353","1","0","0","0","943","68.9","80.9","L","0W5S","15.755653","28.468657","55.926167"
"10126","286440","SAOL","FAZE","282.1111","23.616667","25.356667","0","0","0","0","386","33.83","42.53","C","0W5S","36.825527","43.246304","67.72709"
"10127","286506","VICO","BELM","39.142857","2.5571427","3.6499999","1","0","0","0","45","4.6","6.7","C","1506","14.963508","79.888275","83.561646"
"10128","286553","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","232","22.5","8.44","L","25R5","-1.4092684","-3.8541853","-43.2823"
"10129","286713","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","606","67.5","56","C","1LPY","84.02095","136.74472","95.801834"
"10130","286718","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1315","79.4","52.88","C","1YIH","13.645983","12.9552","36.741783"
"10131","286813","BBLA","SNOS","21.25","1.79375","2.4975","0","0","0","0","10","1","1.6","C","10QA","-52.941177","-44.25087","-35.935932"
"10132","286823","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","1","0","319","33","22","C","0T2N","63.823105","92.21435","12.522364"
"10133","286824","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","703","75.5","66.2","C","0T2N","143.79153","184.29922","123.444176"
"10134","286854","PALR","RNDE","156.90805","15.968277","7.6451726","1","1","0","0","144","16.22","4.93","L","1VZ2","-8.226508","1.5763879","-35.514866"
"10135","286865","COAR","MAUS","235.30624","14.136591","10.62653","1","1","0","0","232","13","5.57","C","25R5","-1.4050841","-8.040065","-47.584015"
"10136","286869","P-47","P-38","14","3.9","1.98","1","1","1","1","14","3.9","1.98","L","2893","0","0","0"
"10137","286870","P-38","P-47","14","1","1.5","1","1","1","1","14","1","1.5","L","2893","0","0","0"
"10138","286916","RNDE","PALR","158.93814","17.095259","8.127424","1","1","0","0","144","14.89","6.2599998","C","1VZ2","-9.398717","-12.899822","-22.976828"
"10139","286929","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","106","6.5","6.2","C","09XB","2.6233673","9.109616","-16.722017"
"10140","286930","SUAP","MAUS","752.0789","71.846054","80.90395","1","1","0","0","724","66.5","142.55","C","0YF4","-3.7335098","-7.4409842","76.19659"
"10141","286956","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1098","70.2","28.79","C","1YLJ","-5.107766","-0.13281703","-25.552267"
"10142","287084","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","696","69.2","65.8","C","25DB","141.36403","160.57625","122.094086"
"10143","287114","SAOL","FAZE","282.1111","23.616667","25.356667","1","0","1","0","317","28.5","27.9","C","1CQ3","12.367069","20.677483","10.030233"
"10144","287133","PALR","RNDE","156.90805","15.968277","7.6451726","1","1","0","0","144","13.48","4.58","L","1VZ2","-8.226508","-15.582627","-40.092915"
"10145","287135","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1073","89.2","32.29","L","1YIH","25.886036","27.442694","-13.15502"
"10146","287136","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","236","19.6","14.64","L","1YIH","0.29057264","-16.246313","-1.6176343"
"10147","287139","RNDE","PALR","158.93814","17.095259","8.127424","1","1","1","1","144","15.92","8.1","C","08CK","-9.398717","-6.874764","-0.3374219"
"10148","287140","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","232","21.5","11.46","L","25R5","-1.4092684","-8.127332","-22.98758"
"10149","287194","RIOA","LBEA","330","24","57.8","1","1","1","1","330","24","57.8","C","196N","0","0","0"
"10150","287222","HOUS","SUAP","212.18182","14.535455","28.390911","1","1","0","0","213","14.37","22.1","C","1M9E","0.3856063","-1.1382818","-22.158188"
"10151","287282","RNDE","PALR","158.93814","17.095259","8.127424","1","1","1","1","144","14.33","7.2","C","08CK","-9.398717","-16.175592","-11.411047"
"10152","287283","PALR","RNDE","156.90805","15.968277","7.6451726","0","0","0","0","38","2.17","1.59","L","08CK","-75.782","-86.41056","-79.20256"
"10153","287292","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1313","79.2","56.71","C","1YIH","13.473141","12.670671","46.645725"
"10154","287338","XARE","MAUS","871.8611","86.91389","85.10917","1","1","1","1","876","84.3","84.1","C","228X","0.47472715","-3.0074418","-1.185739"
"10155","287385","SUAP","SING","231","21.67","31.5","1","1","1","1","231","21.67","31.5","C","0322","0","0","0"
"10156","287389","SALV","FAZE","262.7","24.240002","24.369999","0","0","0","0","173","15","19","C","1HZQ","-34.145416","-38.118816","-22.03529"
"10157","287391","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","92","8","15","C","1HZQ","-10.696286","-12.779117","40.176846"
"10158","287456","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","230","21","10.5","L","20Y4","-2.259189","-10.263908","-29.438883"
"10159","287457","COAR","MAUS","235.30624","14.136591","10.62653","1","1","0","0","232","13.25","6.5","C","25R5","-1.4050841","-6.2716007","-38.832336"
"10160","287520","BELM","MAUS","852.3582","69.99224","37.181194","0","1","1","0","650","65","37.92","L","20Y4","-23.740982","-7.132566","1.98704"
"10161","287563","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","110","9.83","11.2","C","0W5S","6.776178","7.172656","4.6653748"
"10162","287565","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","720","70","72.09","C","1CQ3","149.68694","163.58868","143.32463"
"10163","287566","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","102","6","5.6","C","1CQ3","-1.249218","0.71656704","-24.78118"
"10164","287573","MAUS","SUAP","772.6667","50.383335","48.088333","1","1","1","1","892","57.5","44.7","L","0RRF","15.44435","14.125037","-7.0460615"
"10165","287593","SAOL","GUAM","34","4.3","3.5","0","0","0","0","22","1.8","2","C","17HL","-35.294117","-58.139538","-42.85714"
"10166","287595","BELM","SAOL","84.92857","6.8732142","7.1921434","0","0","0","0","30","3.5","1.7","C","17HL","-64.6762","-49.077682","-76.3631"
"10167","287624","TAPE","SING","20","2.4","4.1","0","0","0","0","10","3","7","C","244B","-50","25","70.73171"
"10168","287719","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","105","6.65","8.07","C","0W5S","1.655221","11.627531","8.395696"
"10169","287771","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1074","92","32.87","L","1YIH","26.00336","31.443142","-11.595095"
"10170","287772","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","235","19.9","13.41","L","1YIH","-0.1343906","-14.964372","-9.883374"
"10171","287804","PALR","BADO","175","15.405262","6.8063154","1","1","1","1","144","13.66","6.59","L","08CK","-17.714287","-11.329001","-3.1781554"
"10172","282934","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","221","20.2","11.75","L","1YJC","-6.083828","-13.682419","-21.038746"
"10173","283013","RNDE","PALR","158.93814","17.095259","8.127424","1","1","0","0","144","19.81","4.43","C","1VZ2","-9.398717","15.880084","-45.493187"
"10174","283099","COAR","MAUS","235.30624","14.136591","10.62653","1","1","0","0","231","12.98","8.5","C","25R5","-1.8300593","-8.181542","-20.011515"
"10175","283112","BELM","SAOL","84.92857","6.8732142","7.1921434","0","0","1","0","119","9.5","6.46","C","1YIH","40.11774","38.217724","-10.179764"
"10176","283133","ITAC","SALV","819.7143","51.414284","58.225716","1","0","1","0","690","35","51.3","L","17HL","-15.824329","-31.925535","-11.894602"
"10177","283180","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","704","79.58","81","C","0T2N","144.13834","199.66269","173.39847"
"10178","283181","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","319","30","27","C","0T2N","63.823105","74.74031","38.09563"
"10179","283194","ITAC","SAOL","814.64703","53.63176","51.88353","1","1","1","1","788","48.3","47.9","L","6826","-3.2709897","-9.941423","-7.6778293"
"10180","283203","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","597","59.5","56.95","C","17MJ","81.28797","108.68609","99.12347"
"10181","283213","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","606","71","57.3","C","1YPH","84.02095","149.02036","100.34723"
"10182","283214","SAOL","FAZE","282.1111","23.616667","25.356667","0","1","0","0","223","22","14","C","1YPH","-20.95313","-6.8454504","-44.787693"
"10183","283216","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","310","32.7","27.9","C","09XB","59.201134","90.46695","42.698826"
"10184","283217","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","613","67.5","65.5","C","09XB","86.14661","136.74472","129.01822"
"10185","283274","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","105","9.5","13.1","C","1LPY","1.9227147","3.5748005","22.421122"
"10186","283520","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1167","66.6","95.13","C","1YIH","0.8554101","-5.254209","145.99557"
"10187","283521","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1140","68.98","24.14","C","25R5","-1.4780045","-1.868391","-37.576656"
"10188","283522","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","232","23","6.45","L","25R5","-1.4092684","-1.7176092","-56.65531"
"10189","283525","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","307","27.8","24.4","C","22I8","57.660484","61.926018","24.797535"
"10190","283526","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","728","80","71.7","C","22I8","152.46121","201.24422","142.00829"
"10191","283530","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","238","22.1","8.46","L","1YLJ","1.1404872","-5.563444","-43.147896"
"10192","283595","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1124","66.8","33.8","C","1YJC","-2.8607726","-4.9696803","-12.596971"
"10193","283629","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1076","93.7","37.25","L","1YLJ","26.238","33.87197","0.1850605"
"10194","283646","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","104","9","7.89","C","1YPH","0.9520173","-1.8765092","-26.26698"
"10195","283683","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","13","0.7","0.44","C","20Y4","-94.47529","-95.04831","-95.85942"
"10196","283720","MAUS","ITAC","103.29032","5.9573116","7.444945","1","0","0","0","96","3.83","9.5","C","17MJ","-7.05809","-35.709255","27.603363"
"10197","283787","COAR","BELM","1157.102","70.29336","38.67143","1","0","1","0","1297","91.1","31.98","C","1YLJ","12.090373","29.599726","-17.303288"
"10198","283790","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","220","20.1","11.450001","L","1YJC","-6.5087914","-14.109736","-23.054773"
"10199","283873","PALR","RNDE","156.90805","15.968277","7.6451726","1","1","0","0","144","15.63","6.04","L","1VZ2","-8.226508","-2.1184325","-20.995897"
"10200","283893","RNDE","PALR","158.93814","17.095259","8.127424","1","1","0","0","144","14.13","4.9","C","1VZ2","-9.398717","-17.3455","-39.710297"
"10201","284118","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","234","19.9","108.08","L","1YIH","-0.55934787","-14.964372","626.30914"
"10202","284140","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","231","23","15.8","L","20Y4","-1.8342316","-1.7176092","6.1776876"
"10203","284153","MACE","MAUS","881.8","88.31866","90.119995","1","1","0","0","986","94.8","178.96","C","0YF4","11.81674","7.3385954","98.5797"
"10204","284320","RIOJ","SUAP","214","19","25.5","0","0","0","0","15","1.5","1.5","C","257J","-92.990654","-92.10526","-94.117645"
"10205","284355","CRIS","HOUS","273","17.5","23.9","1","1","1","1","273","17.5","23.9","L","1M9E","0","0","0"
"10206","284356","HOUS","SUAP","212.18182","14.535455","28.390911","1","0","0","0","213","10.75","20","C","1M9E","0.3856063","-26.042908","-29.554922"
"10207","284379","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","232","22.25","8.63","L","25R5","-1.4092684","-4.9224734","-42.005478"
"10208","284398","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","902","83.5","33.14","L","25R5","5.8240533","19.298935","-10.868919"
"10209","284405","SING","FUJA","263.66666","26","56.8","0","0","0","0","190","15","19.2","L","22TQ","-27.939314","-42.307693","-66.19718"
"10210","284409","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","76.5","40.7","L","1YJC","3.8295865","9.297824","9.463942"
"10211","284410","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1124","66.9","34.2","C","1YJC","-2.8607726","-4.827422","-11.562615"
"10212","284414","ITAC","RIOJ","784","53.275","46.635002","1","0","0","0","810","70","23.3","L","17MJ","3.316331","31.393707","-50.03753"
"10213","284435","PGUD","SING","11","0.8","1","1","1","1","1","11","0.8","1","C","6386","0","0","0"
"10214","284436","SING","PGUD","20","1.5","2","1","1","1","1","20","1.5","2","C","6386","0","0","0"
"10215","284496","SAOL","MAUS","830.75","69.49","52.6825","1","1","1","1","927","71.8","47.07","L","1YIH","11.585915","3.3242226","-10.653442"
"10216","284503","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","109","6.5","8.3","C","0T2N","5.5277944","9.109616","11.485041"
"10217","291347","KEYW","GALV","444","37","35.8","1","1","1","1","444","37","35.8","L","1H62","0","0","0"
"10218","291350","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","107","6","1","C","0441","3.5915017","0.71656704","-86.56807"
"10219","291351","XARE","MAUS","871.8611","86.91389","85.10917","1","1","0","0","859","80.4","65.6","C","228X","-1.4751315","-7.4946404","-22.922527"
"10220","291399","SAOL","FAZE","282.1111","23.616667","25.356667","1","1","1","1","318","23.9","22.4","C","1CQ3","12.721539","1.1997104","-11.660314"
"10221","291400","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","616","59.5","61.7","C","1CQ3","87.0576","108.68609","115.73167"
"10222","291415","BELM","SAOL","84.92857","6.8732142","7.1921434","1","1","1","1","83","6","5.9","C","0T2N","-2.2708178","-12.704599","-17.966038"
"10223","291416","FLZA","BELM","79.77778","5.9744444","6.614445","1","1","1","1","83","6.5","5.9","C","0T2N","4.0390015","8.796728","-10.801286"
"10224","291420","COAR","BELM","1157.102","70.29336","38.67143","1","0","1","0","1311","90.8","42.83","C","1YIH","13.300287","29.172945","10.753608"
"10225","291477","ITAC","SAOL","814.64703","53.63176","51.88353","1","0","1","0","936","69","53","L","290V","14.896381","28.655111","2.1518826"
"10226","291480","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","72","34.25","L","1YJC","3.8295865","2.868545","-7.883543"
"10227","291481","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","225","20.5","10.78","L","1YJC","-4.3839874","-12.400478","-27.557255"
"10228","291482","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","107","9","1.9","C","0441","3.8640976","-1.8765092","-82.24426"
"10229","291487","LBEA","RIOA","69","11","18","1","1","1","1","69","11","18","L","0MD4","0","0","0"
"10230","291513","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","102","10","11.3","C","1CQ3","-0.9893596","9.026098","5.599892"
"10231","291515","MAUS","NORC","880","59.5","61.9","1","1","1","1","880","59.5","61.9","C","0RRF","0","0","0"
"10232","291517","COAR","SAOL","1213.4603","77.65856","39.126026","1","1","0","0","1085","73.6","25.74","C","28VV","-10.58628","-5.226165","-34.21259"
"10233","291545","BELM","SALV","80.833336","6.1666665","6.9833336","1","1","1","1","80","6.5","8.2","C","17HL","-1.0309339","5.405402","17.422426"
"10234","291575","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","213","21.75","14","L","20Y4","-9.48351","-7.059044","-5.9185085"
"10235","291658","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","13","0.45","0.44","C","20Y4","-94.47529","-96.81677","-95.85942"
