"ID_ANALISE","ID_COND_ESPECIAL","ORIGEM_PORTO","DESTINO_PORTO","DISTANCIA_AREA_RESTRITA_HISTORICO","TEMPO_AREA_RESTRITA_HISTORICO","CONSUMO_AREA_RESTRITA_HISTORICO","VEREDITO_DISTANCIA","VEREDITO_DURACAO","VEREDITO_CONSUMO","VEREDITO_CONDICAO_ESPECIAL","DISTANCIA_AREA_RESTRITA","TEMPO_AREA_RESTRITA","CONSUMO_AREA_RESTRITA","CARGA_LASTRO","NAVIO","DISTANCIA_PORCENTAGEM","TEMPO_PORCENTAGEM","CONSUMO_PORCENTAGEM"
"9142","292289","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","287","26","4","C","0441","47.389435","51.44161","-79.54138"
"9143","292290","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","601","69.8","0","C","0441","208.64478","306.56247","-100"
"9144","292295","SNOS","VITR","377","45.5","19.3","1","1","1","1","377","45.5","19.3","C","6714","0","0","0"
"9145","292329","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","103","6","5.61","C","1CQ3","-0.28107166","0.71656704","-24.646854"
"9146","292339","SUAP","MAUS","752.0789","71.846054","80.90395","0","0","0","0","900","90","69.3","C","0RRF","19.668293","25.26784","-14.342875"
"9147","292397","FLZA","BELM","79.77778","5.9744444","6.614445","1","0","1","0","80","8.4","7.2","C","17HL","0.27855635","40.598846","8.852661"
"9148","292401","ITAC","SUAP","802","54.059998","54.329998","0","0","1","0","610","47","59.5","L","1HZM","-23.940151","-13.059563","9.515929"
"9149","292403","FLZA","BELM","79.77778","5.9744444","6.614445","0","0","0","0","717","57.5","38.3","C","0T2N","798.74646","862.43256","479.0357"
"9150","292404","BELM","SAOL","84.92857","6.8732142","7.1921434","1","1","1","1","83","7","7","C","0T2N","-2.2708178","1.8446326","-2.6715755"
"9151","292472","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","230","23","14","L","20Y4","-2.259189","-1.7176092","-5.9185085"
"9152","292530","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","20","2","2","C","20Y4","-91.500435","-85.85232","-81.17918"
"9153","292559","SALV","SUAP","470.14285","28.245714","36.624287","0","0","0","0","18","1.8","2.1","C","17HL","-96.17138","-93.62735","-94.2661"
"9154","292580","PALR","BADO","175","15.405262","6.8063154","0","0","0","0","154","19.92","8.96","L","25R5","-12","29.30647","31.642448"
"9155","292597","MAUS","ITAC","103.29032","5.9573116","7.444945","1","0","0","0","111","7","4.9","C","22I8","7.464087","17.502666","-34.183525"
"9156","292681","MAUS","ITAC","103.29032","5.9573116","7.444945","0","0","0","0","215","16","26.2","C","22I8","108.15115","168.57753","251.91664"
"9157","292695","BADO","PALR","174","16.844194","8.7329035","0","0","1","0","154","19.82","8.92","C","25R5","-11.494255","17.666649","2.1424294"
"9158","292766","BADO","PALR","174","16.844194","8.7329035","0","0","0","0","890","74","41.2","C","25R5","411.49426","339.32053","371.77896"
"9159","292836","ITAC","SAOL","814.64703","53.63176","51.88353","1","1","1","1","778","53.2","51.33","L","1CQ3","-4.4985175","-0.8050442","-1.0668635"
"9160","293117","ITAC","SAOL","814.64703","53.63176","51.88353","0","0","0","0","933","80.5","65.2","L","22I8","14.5281315","50.097633","25.666082"
"9161","293318","ITAC","SAOL","814.64703","53.63176","51.88353","0","0","0","0","207","16.67","17","L","22I8","-74.59022","-68.91767","-67.2343"
"9162","293499","ITAC","SAOL","814.64703","53.63176","51.88353","0","0","0","0","70","4.5","10.4","L","22I8","-91.407326","-91.60945","-79.9551"
"9163","284577","PALR","RNDE","156.90805","15.968277","7.6451726","1","0","0","0","144","14.32","4.9700003","L","1VZ2","-8.226508","-10.322201","-34.991653"
"9164","284593","MAUS","GUAM","991.5","63.190002","70.55","0","0","0","0","875","55.5","51.8","C","0RRF","-11.749876","-12.169653","-26.5769"
"9165","284653","ITAC","MAUS","103.01923","9.172115","10.700768","1","0","0","0","105","11","8.7","C","0T2N","1.9227147","19.928719","-18.69743"
"9166","284673","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","105","6","6","C","0T2N","1.655221","0.71656704","-19.408405"
"9167","284693","BELM","FLZA","77.375","5.7875004","7.3374996","1","1","1","1","70","5.5","7.3","C","17HL","-9.531504","-4.967606","-0.5110681"
"9168","284813","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1181","72.7","33.44","C","1YIH","2.0653248","3.4237027","-13.527894"
"9169","284837","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","235","33","30","C","0W5S","20.68473","92.21435","53.439594"
"9170","284838","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","705","73.5","100.32","C","0W5S","144.48512","176.76814","238.60907"
"9171","284919","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","239","22.3","9.36","L","1YLJ","1.5654564","-4.7088203","-37.099804"
"9172","284920","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1076","93.3","36.07","L","1YLJ","26.238","33.300495","-2.9885948"
"9173","285081","BELM","MAUS","852.3582","69.99224","37.181194","0","0","0","0","176","29","18.92","L","20Y4","-79.3514","-58.566833","-49.11406"
"9174","285114","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","235","24.5","12","L","20Y4","-0.1343906","4.6921134","-19.358719"
"9175","285135","COAR","MAUS","235.30624","14.136591","10.62653","1","1","0","0","232","12.75","5.48","C","25R5","-1.4050841","-9.808522","-48.430954"
"9176","285138","ITAC","SAOL","814.64703","53.63176","51.88353","1","1","1","1","797","52","51.8","L","0T2N","-2.1662176","-3.042525","-0.1609981"
"9177","285165","ITAC","SUAP","802","54.059998","54.329998","1","0","0","0","812","46","35.2","L","1YPH","1.2468815","-14.909357","-35.210747"
"9178","287808","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","231","21.8","11.5","L","25R5","-1.8342316","-6.845391","-22.718775"
"9179","287877","CHAG","MAUS","885","72","37.9","1","1","1","1","885","72","37.9","L","1YJC","0","0","0"
"9180","287878","MAUS","COAR","235.31624","23.401955","14.880716","1","0","0","0","221","19.8","10.25","L","1YJC","-6.083828","-15.391684","-31.118906"
"9181","287972","BADO","PALR","174","16.844194","8.7329035","1","1","0","0","173","16","7.04","C","08CK","-0.57471395","-5.011785","-19.385344"
"9182","287973","SUAP","MAUS","872.6667","79.52667","70.31333","0","0","0","0","1004","97.37","37.03","L","28VV","15.049648","22.436916","-47.33574"
"9183","287974","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","235","23.4","9.32","L","28VV","-0.1343906","-0.008356571","-37.368607"
"9184","287975","ITAC","SAOL","814.64703","53.63176","51.88353","0","0","0","0","300","27.4","41.1","L","0W5S","-63.174236","-48.91087","-20.78411"
"9185","287993","COAR","MAUS","235.30624","14.136591","10.62653","1","1","0","0","232","14.2","7.38","C","25R5","-1.4050841","0.4485488","-30.55117"
"9186","288030","COAR","BELM","1157.102","70.29336","38.67143","0","0","0","0","1314","79.2","61.899998","C","1YIH","13.559556","12.670671","60.066486"
"9187","288073","BELM","MAUS","852.3582","69.99224","37.181194","0","0","0","0","550","55","10","L","20Y4","-35.473137","-21.419859","-73.10468"
"9188","288074","MAUS","COAR","235.31624","23.401955","14.880716","0","0","0","0","60","7","2.5","L","20Y4","-74.502396","-70.08797","-83.19973"
"9189","288093","ITAC","SAOL","814.64703","53.63176","51.88353","1","0","0","0","750","47.8","44.7","L","1CQ3","-7.93559","-10.873705","-13.845491"
"9190","288094","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","600","56.9","72","C","1HZQ","82.19895","99.56703","151.7452"
"9191","288113","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","105","10","11.5","C","17HL","1.9227147","9.026098","7.468915"
"9192","288163","FLZA","ARAP","1","1","1","0","0","0","0","308","24","26.6","C","0RRF","30700","2300","2560"
"9193","288178","PALR","RNDE","156.90805","15.968277","7.6451726","1","0","1","0","144","13.61","7.13","L","08CK","-8.226508","-14.768517","-6.7385316"
"9132","291925","P-75","STIA","5","1","2.5","1","1","1","1","5","1","2.5","C","1421","0","0","0"
"9133","291956","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","101","6.38","6","C","25DB","-2.2173643","7.095289","-19.408405"
"9196","288253","MAUS","CODA","150.25","12.8125","8.1925","1","1","1","1","155","12.1","8.5","L","1YIH","3.1613946","-5.5609703","3.7534356"
"9194","288180","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","232","24.17","13.55","L","25R5","-1.4092684","3.2819748","-8.942556"
"9195","288235","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1073","98.2","36.690002","L","1YIH","25.886036","40.30126","-1.3210773"
"9197","288257","SUAP","HOUS","208.8","17.6","22.399998","1","0","1","0","211","11.83","22.8","L","1M9E","1.0536432","-32.784092","1.7857194"
"9198","288268","PAÇU","ELSE","403","20","48.4","1","1","1","1","403","20","48.4","C","0MD4","0","0","0"
"9199","288318","MAUS","ITAC","103.29032","5.9573116","7.444945","1","0","0","0","99","4.75","11","C","1HZQ","-4.153651","-20.26605","47.75126"
"9200","288365","COAR","MAUS","235.30624","14.136591","10.62653","1","0","0","0","235","15.8","5.96","C","28VV","-0.13014674","11.766696","-43.913956"
"9201","288406","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","605","70.1","58.1","C","17HL","83.717285","145.86377","103.14439"
"9202","288410","SAOL","FAZE","282.1111","23.616667","25.356667","1","0","0","0","307","27.5","31.43","C","1CQ3","8.82237","16.443193","23.951626"
"9203","288411","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","717","68","77.24","C","1CQ3","148.64658","156.0576","160.70738"
"9204","288433","COAR","BELM","1157.102","70.29336","38.67143","0","1","0","0","1036","69.09","45.08","C","25R5","-10.46598","-1.711911","16.571856"
"9205","288440","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","629","54.5","47.850002","C","257J","91.00524","91.14944","67.30569"
"9206","288454","SAOL","FAZE","282.1111","23.616667","25.356667","0","0","0","0","643","50.7","58.8","C","1LPY","127.92437","114.67891","131.89168"
"9207","288455","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","717","72.3","62.9","C","1LPY","148.64658","172.24948","112.30574"
"9208","288458","HOUS","SAOL","133.25","11.6675","13.922501","0","0","0","0","288","24.6","29","C","29R0","116.13507","110.84209","108.29591"
"9209","288459","LDEN","HOUS","1","1","1","0","0","0","0","488","38.7","45.7","L","29R0","48700","3770","4470"
"9210","288518","SUAP","MAUS","752.0789","71.846054","80.90395","0","0","0","0","899","86.8","64.4","C","0RRF","19.535328","20.813883","-20.399439"
"9211","288556","P-47","P-38","1","1","1","0","0","0","0","2","0.1","3","C","18M7","100","-90","200"
"9212","288568","SAOL","FAZE","282.1111","23.616667","25.356667","0","0","0","0","157","17.8","16.9","C","17HL","-44.348167","-24.629503","-33.35086"
"9213","288570","ITAC","SAOL","814.64703","53.63176","51.88353","1","0","0","0","770","45","59","L","1HZQ","-5.48054","-16.094494","13.716245"
"9214","288600","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1124","72.1","36.4","C","1YJC","-2.8607726","2.5701404","-5.8736563"
"9215","288617","BELM","MAUS","852.3582","69.99224","37.181194","0","0","0","0","600","60","22","L","20Y4","-29.607063","-14.276213","-40.830303"
"9216","288666","RIOJ","SING","140.14285","13.435715","18.484285","0","0","0","0","195","19","29.960001","C","22TQ","39.14374","41.414143","62.083626"
"9217","288743","COAR","CODA","72.5","4.05625","2.12875","1","0","0","0","77","5.4","1.67","C","28VV","6.206894","33.12789","-21.550209"
"9218","288744","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","236","23.7","9.76","L","28VV","0.29057264","1.2735963","-34.41176"
"9219","288754","MAUS","COAR","235.31624","23.401955","14.880716","0","0","0","0","200","20","10","L","20Y4","-15.007991","-14.537054","-32.798935"
"9220","288759","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","615","62.5","85","C","17MJ","86.75393","119.20808","197.1992"
"9221","288767","CODA","BELM","1002","61.62857","35.27429","0","0","0","0","1225","73.5","55.32","C","1YIH","22.255493","19.262863","56.828106"
"9222","285235","BELM","MAUS","852.3582","69.99224","37.181194","0","1","0","0","944","76.6","52.64","L","1YIH","10.751557","9.440697","41.576946"
"9223","285300","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","76","39.5","L","1YJC","3.8295865","8.583462","6.2365055"
"9224","285301","MAUS","COAR","235.31624","23.401955","14.880716","1","0","0","0","221","19.9","11.05","L","1YJC","-6.083828","-14.964372","-25.742823"
"9225","285413","MAUS","CODA","150.25","12.8125","8.1925","1","1","0","0","156","13.4","9.74","L","1YIH","3.826952","4.5853615","18.889225"
"9226","285476","SAOL","FAZE","282.1111","23.616667","25.356667","0","0","0","0","157","17","13.6","C","17HL","-44.348167","-28.016937","-46.36519"
"9227","285479","SALV","SAOL","48.833332","4.1941667","4.025","0","0","0","0","17","1.6","1.7","C","17HL","-65.18771","-61.851776","-57.763977"
"9228","285486","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","232","22.25","8.48","L","25R5","-1.4092684","-4.9224734","-43.0135"
"9229","285487","COAR","CODA","72.5","4.05625","2.12875","1","1","0","0","71","3.75","2.36","C","25R5","-2.0689666","-7.5500784","10.863173"
"9230","285488","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","275","26","36.6","C","5933","41.226814","51.44161","87.19629"
"9231","285489","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","720","72","104","C","5933","149.68694","171.11981","251.03015"
"9232","285533","SAOL","BELM","83.97","6.7306004","7.3609986","0","0","0","0","63","4.7","3.95","C","23HS","-24.973207","-30.169678","-46.338802"
"9233","285578","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","105","6.5","5.6","C","22I8","1.655221","9.109616","-24.78118"
"9234","285613","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1099","69.9","27.88","C","1YLJ","-5.0213394","-0.55959225","-27.905434"
"9235","285634","ITAC","MAUS","103.01923","9.172115","10.700768","1","0","1","0","109","11","10","C","22I8","5.8054805","19.928719","-6.548768"
"9236","285681","BADO","PALR","174","16.844194","8.7329035","0","0","0","0","233","22","3","C","1WPJ","33.908047","30.608797","-65.64716"
"9237","285731","CODA","COAR","120","11.405001","4.625","0","0","1","0","79","6.8","4.73","L","1YIH","-34.166664","-40.377026","2.2702694"
"9238","285846","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","104","6.47","7.08","C","0W5S","0.68707466","8.606029","-4.9019156"
"9239","285848","MAUS","ITAC","103.29032","5.9573116","7.444945","1","0","0","0","105","7","5.9","C","22I8","1.655221","17.502666","-20.751595"
"9240","286003","SUAP","HOUS","208.8","17.6","22.399998","0","1","0","0","298","19.2","32.2","L","1M9E","42.720306","9.090912","43.750023"
"9241","286004","RNDE","PALR","158.93814","17.095259","8.127424","1","0","1","0","155","14.07","8.09","C","08CK","-2.477783","-17.696482","-0.46046972"
"9242","286006","PALR","RNDE","156.90805","15.968277","7.6451726","1","0","0","0","144","13.25","5.75","L","08CK","-8.226508","-17.022985","-24.789143"
"9243","286017","SUAP","MAUS","752.0789","71.846054","80.90395","0","0","0","0","902","96","72.3","C","0RRF","19.934225","33.619034","-10.634774"
"9244","286034","SAOL","FAZE","282.1111","23.616667","25.356667","1","0","1","0","276","26","26.9","C","1LPY","-2.1662056","10.091745","6.0864925"
"9245","286035","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","104","10","9.900001","C","1LPY","0.9520173","9.026098","-7.4832735"
"9246","286039","CODA","MAUS","160.66667","11.25","12.666667","1","0","0","0","155","8","6.43","C","25R5","-3.5269737","-28.888887","-49.236847"
"9247","286040","RIOJ","PALR","173.075","18.513748","11.301999","0","1","0","0","155","16.9","8.42","C","1VZ2","-10.443449","-8.716488","-25.499905"
"9248","286094","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","106","9.7","10.1","C","09XB","2.893412","5.755317","-5.614251"
"9249","286095","ITAC","SAOL","814.64703","53.63176","51.88353","0","0","0","0","602","36.6","31.11","L","09XB","-26.102966","-31.756855","-40.038776"
"9250","286096","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","602","63","60.3","C","09XB","82.80629","120.96174","110.8366"
"9251","286097","SAOL","FAZE","282.1111","23.616667","25.356667","1","0","0","0","303","35.1","30.7","C","09XB","7.4044943","48.623848","21.072697"
"9252","286107","BELM","MAUS","852.3582","69.99224","37.181194","1","0","0","0","875","78.8","32.2","L","1YLJ","2.6563644","12.583912","-13.397079"
"9253","286108","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","237","21.7","9.23","L","1YLJ","0.7155299","-7.272702","-37.973423"
"9254","286155","BELM","SUAP","77.78571","6.444286","6.313571","0","0","0","0","57","3.9","4.55","L","23HS","-26.721764","-39.48127","-27.933014"
"9255","286177","PALR","RIOJ","173.92308","17.90077","11.810384","1","0","0","0","175","20","13","L","1WPJ","0.6191969","11.7270355","10.072624"
"9258","286196","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","105","9.5","14","C","17MJ","1.9227147","3.5748005","30.83173"
"9259","286218","BELM","MAUS","852.3582","69.99224","37.181194","0","0","0","0","200","31","21.95","L","20Y4","-76.53569","-55.709373","-40.964775"
"9260","286219","MAUS","COAR","236.76471","23.310589","14.2658825","1","1","0","0","230","21.75","12","C","20Y4","-2.8571427","-6.694764","-15.883225"
"9261","286317","MAUS","ITAC","103.29032","5.9573116","7.444945","1","0","1","0","108","6.7","7.5","C","17HL","4.559648","12.466836","0.7395029"
"9262","286397","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1124","67.3","36.3","C","1YJC","-2.8607726","-4.258376","-6.132251"
"9263","286436","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","734","73.7","78.5","C","17MT","154.54195","177.52122","164.96027"
"9264","286438","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","600","63.2","80.17","C","0W5S","82.19895","121.66319","180.3113"
"9265","286439","ITAC","SAOL","814.64703","53.63176","51.88353","0","0","0","0","943","68.9","80.9","L","0W5S","15.755653","28.468657","55.926167"
"9266","286440","SAOL","FAZE","282.1111","23.616667","25.356667","0","0","0","0","386","33.83","42.53","C","0W5S","36.825527","43.246304","67.72709"
"9267","286506","VICO","BELM","39.142857","2.5571427","3.6499999","0","0","0","0","45","4.6","6.7","C","1506","14.963508","79.888275","83.561646"
"9268","286553","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","232","22.5","8.44","L","25R5","-1.4092684","-3.8541853","-43.2823"
"9269","286713","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","606","67.5","56","C","1LPY","84.02095","136.74472","95.801834"
"9270","286718","COAR","BELM","1157.102","70.29336","38.67143","0","0","0","0","1315","79.4","52.88","C","1YIH","13.645983","12.9552","36.741783"
"9271","286813","BBLA","SNOS","21.25","1.79375","2.4975","0","0","0","0","10","1","1.6","C","10QA","-52.941177","-44.25087","-35.935932"
"9272","286823","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","319","33","22","C","0T2N","63.823105","92.21435","12.522364"
"9273","286824","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","703","75.5","66.2","C","0T2N","143.79153","184.29922","123.444176"
"9274","286854","PALR","RNDE","156.90805","15.968277","7.6451726","1","1","0","0","144","16.22","4.93","L","1VZ2","-8.226508","1.5763879","-35.514866"
"9275","286865","COAR","MAUS","235.30624","14.136591","10.62653","1","1","0","0","232","13","5.57","C","25R5","-1.4050841","-8.040065","-47.584015"
"9276","286869","P-47","P-38","1","1","1","0","0","0","0","14","3.9","1.98","L","2893","1300","290","98"
"9277","286870","P-38","P-47","14","1","1.5","1","1","1","1","14","1","1.5","L","2893","0","0","0"
"9278","286916","RNDE","PALR","158.93814","17.095259","8.127424","1","0","0","0","144","14.89","6.2599998","C","1VZ2","-9.398717","-12.899822","-22.976828"
"9279","286929","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","106","6.5","6.2","C","09XB","2.6233673","9.109616","-16.722017"
"9280","286930","SUAP","MAUS","752.0789","71.846054","80.90395","1","1","0","0","724","66.5","142.55","C","0YF4","-3.7335098","-7.4409842","76.19659"
"9281","286956","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1098","70.2","28.79","C","1YLJ","-5.107766","-0.13281703","-25.552267"
"9282","287084","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","696","69.2","65.8","C","25DB","141.36403","160.57625","122.094086"
"9283","287114","SAOL","FAZE","282.1111","23.616667","25.356667","0","0","0","0","317","28.5","27.9","C","1CQ3","12.367069","20.677483","10.030233"
"9284","287133","PALR","RNDE","156.90805","15.968277","7.6451726","1","0","0","0","144","13.48","4.58","L","1VZ2","-8.226508","-15.582627","-40.092915"
"9285","287135","BELM","MAUS","852.3582","69.99224","37.181194","0","0","0","0","1073","89.2","32.29","L","1YIH","25.886036","27.442694","-13.15502"
"9286","287136","MAUS","COAR","235.31624","23.401955","14.880716","1","0","1","0","236","19.6","14.64","L","1YIH","0.29057264","-16.246313","-1.6176343"
"9287","287139","RNDE","PALR","158.93814","17.095259","8.127424","1","1","1","1","144","15.92","8.1","C","08CK","-9.398717","-6.874764","-0.3374219"
"9288","287140","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","232","21.5","11.46","L","25R5","-1.4092684","-8.127332","-22.98758"
"9289","287194","RIOA","LBEA","1","1","1","0","0","0","0","330","24","57.8","C","196N","32900","2300","5680"
"9290","287222","HOUS","SUAP","212.18182","14.535455","28.390911","1","1","0","0","213","14.37","22.1","C","1M9E","0.3856063","-1.1382818","-22.158188"
"9291","287282","RNDE","PALR","158.93814","17.095259","8.127424","1","0","0","0","144","14.33","7.2","C","08CK","-9.398717","-16.175592","-11.411047"
"9292","287283","PALR","RNDE","156.90805","15.968277","7.6451726","0","0","0","0","38","2.17","1.59","L","08CK","-75.782","-86.41056","-79.20256"
"9293","287292","COAR","BELM","1157.102","70.29336","38.67143","0","0","0","0","1313","79.2","56.71","C","1YIH","13.473141","12.670671","46.645725"
"9294","287338","XARE","MAUS","871.8611","86.91389","85.10917","1","1","1","1","876","84.3","84.1","C","228X","0.47472715","-3.0074418","-1.185739"
"9295","287385","SUAP","SING","231","21.67","31.5","1","1","1","1","231","21.67","31.5","C","0322","0","0","0"
"9296","287389","SALV","FAZE","262.7","24.240002","24.369999","0","0","0","0","173","15","19","C","1HZQ","-34.145416","-38.118816","-22.03529"
"9297","287391","ITAC","MAUS","103.01923","9.172115","10.700768","0","0","0","0","92","8","15","C","1HZQ","-10.696286","-12.779117","40.176846"
"9298","287456","MAUS","COAR","235.31624","23.401955","14.880716","1","0","0","0","230","21","10.5","L","20Y4","-2.259189","-10.263908","-29.438883"
"9299","287457","COAR","MAUS","235.30624","14.136591","10.62653","1","1","0","0","232","13.25","6.5","C","25R5","-1.4050841","-6.2716007","-38.832336"
"9300","287520","BELM","MAUS","852.3582","69.99224","37.181194","0","1","1","0","650","65","37.92","L","20Y4","-23.740982","-7.132566","1.98704"
"9301","287563","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","110","9.83","11.2","C","0W5S","6.776178","7.172656","4.6653748"
"9302","287565","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","720","70","72.09","C","1CQ3","149.68694","163.58868","143.32463"
"9303","287566","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","102","6","5.6","C","1CQ3","-1.249218","0.71656704","-24.78118"
"9304","287573","MAUS","SUAP","772.6667","50.383335","48.088333","0","0","1","0","892","57.5","44.7","L","0RRF","15.44435","14.125037","-7.0460615"
"9305","287593","SAOL","GUAM","34","4.3","3.5","0","0","0","0","22","1.8","2","C","17HL","-35.294117","-58.139538","-42.85714"
"9306","287595","BELM","SAOL","84.92857","6.8732142","7.1921434","0","0","0","0","30","3.5","1.7","C","17HL","-64.6762","-49.077682","-76.3631"
"9307","287624","TAPE","SING","20","2.4","4.1","0","0","0","0","10","3","7","C","244B","-50","25","70.73171"
"9308","287719","MAUS","ITAC","103.29032","5.9573116","7.444945","1","0","1","0","105","6.65","8.07","C","0W5S","1.655221","11.627531","8.395696"
"9309","287771","BELM","MAUS","852.3582","69.99224","37.181194","0","0","0","0","1074","92","32.87","L","1YIH","26.00336","31.443142","-11.595095"
"9310","287772","MAUS","COAR","235.31624","23.401955","14.880716","1","0","1","0","235","19.9","13.41","L","1YIH","-0.1343906","-14.964372","-9.883374"
"9311","287804","PALR","BADO","175","15.405262","6.8063154","0","0","1","0","144","13.66","6.59","L","08CK","-17.714287","-11.329001","-3.1781554"
"9312","282934","MAUS","COAR","235.31624","23.401955","14.880716","1","0","0","0","221","20.2","11.75","L","1YJC","-6.083828","-13.682419","-21.038746"
"9313","283013","RNDE","PALR","158.93814","17.095259","8.127424","1","0","0","0","144","19.81","4.43","C","1VZ2","-9.398717","15.880084","-45.493187"
"9314","283099","COAR","MAUS","235.30624","14.136591","10.62653","1","1","0","0","231","12.98","8.5","C","25R5","-1.8300593","-8.181542","-20.011515"
"9315","283112","BELM","SAOL","84.92857","6.8732142","7.1921434","0","0","0","0","119","9.5","6.46","C","1YIH","40.11774","38.217724","-10.179764"
"9316","283133","ITAC","SALV","819.7143","51.414284","58.225716","0","0","0","0","690","35","51.3","L","17HL","-15.824329","-31.925535","-11.894602"
"9317","283180","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","704","79.58","81","C","0T2N","144.13834","199.66269","173.39847"
"9256","286183","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","733","78.7","81","C","17HL","154.19516","196.349","173.39847"
"9257","286194","SING","VADI","1","1","1","0","0","0","0","226","16","25.63","L","6386","22500","1500","2463"
"9318","283181","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","319","30","27","C","0T2N","63.823105","74.74031","38.09563"
"9319","283194","ITAC","SAOL","814.64703","53.63176","51.88353","1","1","1","1","788","48.3","47.9","L","6826","-3.2709897","-9.941423","-7.6778293"
"9320","283203","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","597","59.5","56.95","C","17MJ","81.28797","108.68609","99.12347"
"9321","283213","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","606","71","57.3","C","1YPH","84.02095","149.02036","100.34723"
"9322","283214","SAOL","FAZE","282.1111","23.616667","25.356667","0","1","0","0","223","22","14","C","1YPH","-20.95313","-6.8454504","-44.787693"
"9323","283216","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","310","32.7","27.9","C","09XB","59.201134","90.46695","42.698826"
"9324","283217","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","613","67.5","65.5","C","09XB","86.14661","136.74472","129.01822"
"9325","283274","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","105","9.5","13.1","C","1LPY","1.9227147","3.5748005","22.421122"
"9326","283520","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1167","66.6","95.13","C","1YIH","0.8554101","-5.254209","145.99557"
"9327","283521","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1140","68.98","24.14","C","25R5","-1.4780045","-1.868391","-37.576656"
"9328","283522","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","232","23","6.45","L","25R5","-1.4092684","-1.7176092","-56.65531"
"9329","283525","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","307","27.8","24.4","C","22I8","57.660484","61.926018","24.797535"
